"Status","Year","Organisation","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Education and Skills Funding Agency","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Operational Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Operational Delivery","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Policy","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Policy","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Policy","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Policy","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Inspector of Education and Training","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Inspector of Education and Training","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Inspector of Education and Training","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Commercial","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Knowledge and Information Management","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Legal","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Other","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Property","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Security","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Security","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Communications","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Economics","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Economics","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Operational Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Operational Delivery","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Policy","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Policy","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Policy","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Policy","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Science and Engineering","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Science and Engineering","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Science and Engineering","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Social Research","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Veterinarian","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Veterinarian","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Veterinarian","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Other","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Other","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Other","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Other","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Other","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","30-39","[c]","[c]","[c]","[c]"
