"Status","Year","Disability","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Department of Health and Social Care","3680","3340","40450","35610"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Foreign, Commonwealth and Development Office","60","60","44420","42610"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","HM Revenue and Customs","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","HM Treasury","130","130","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Home Office","900","870","35720","28810"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Ministry of Defence","670","660","36110","33300"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Ministry of Justice","980","960","31700","26450"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Office of Gas and Electricity Markets","50","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Scottish Government","50","50","37920","33070"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","UK Statistics Authority","60","60","37830","32610"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Welsh Government","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Cabinet Office","70","70","43030","37490"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Department for Business, Energy and Industrial Strategy","60","60","43830","40050"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Department for Education","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Department for Transport","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Department for Work and Pensions","120","120","29360","27570"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Department of Health and Social Care","240","220","39870","33550"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Home Office","60","60","36970","30820"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Ministry of Defence","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Ministry of Justice","60","60","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Cabinet Office","60","60","42380","34550"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Department for Transport","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Department for Work and Pensions","130","130","30550","27570"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Department of Health and Social Care","360","320","40600","33650"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Home Office","70","70","38300","33900"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Ministry of Defence","50","50","39110","37640"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Ministry of Justice","60","60","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Department for Work and Pensions","220","210","31060","27570"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Department of Health and Social Care","110","100","55270","50550"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office","170","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","HM Revenue and Customs","700","680","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Ministry of Defence","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Department for Work and Pensions","100","100","29900","27570"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Ministry of Justice","70","60","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","UK Statistics Authority","40","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Welsh Government","[c]","[c]","[c]","[c]"
