"Status","Year","Sexual_orientation","Parent_department","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Undeclared","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Revenue and Customs","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Treasury","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Home Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Home Office","Declared non-disabled","70","60","41520","37670"
"Leaver Dept.","2021","Undeclared","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Defence","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Defence","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Housing, Communities and Local Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Housing, Communities and Local Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Justice","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Justice","Declared non-disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Justice","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Office for Standards in Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Office of Gas and Electricity Markets","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other Cabinet Office Agencies","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","United Kingdom Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Welsh Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Attorney General's Departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cabinet Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cabinet Office","Unknown","530","530","36270","32000"
"Leaver Dept.","2021","Unknown","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","150","140","37340","33640"
"Leaver Dept.","2021","Unknown","Department for Digital, Culture, Media and Sport","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Environment, Food and Rural Affairs","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Environment, Food and Rural Affairs","Unknown","540","530","38310","34730"
"Leaver Dept.","2021","Unknown","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for International Trade","Unknown","100","100","39680","37610"
"Leaver Dept.","2021","Unknown","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Transport","Undeclared","50","50","40800","42230"
"Leaver Dept.","2021","Unknown","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions","Declared non-disabled","210","200","29740","27570"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions","Unknown","110","110","30620","27570"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Unknown","160","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office","Declared non-disabled","140","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office","Unknown","120","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs","Declared disabled","110","100","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs","Declared non-disabled","780","750","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs","Unknown","720","700","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Treasury","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Home Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Home Office","Unknown","80","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Unknown","70","60","41500","42350"
"Leaver Dept.","2021","Unknown","Ministry of Housing, Communities and Local Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Housing, Communities and Local Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Housing, Communities and Local Government","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Justice","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Justice","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Justice","Unknown","150","150","31670","26410"
"Leaver Dept.","2021","Unknown","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office for Standards in Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Gas and Electricity Markets","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","United Kingdom Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","United Kingdom Statistics Authority","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Attorney General's Departments","Declared non-disabled","120","120","42310","33630"
"Leaver Dept.","2022","Heterosexual / straight","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Attorney General's Departments","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Cabinet Office","Declared disabled","100","100","39550","33300"
"Leaver Dept.","2022","Heterosexual / straight","Cabinet Office","Declared non-disabled","710","700","47210","40600"
"Leaver Dept.","2022","Heterosexual / straight","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Competition and Markets Authority","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Declared disabled","50","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Declared non-disabled","400","380","44320","40050"
"Leaver Dept.","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Declared non-disabled","130","130","45130","38330"
"Leaver Dept.","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Education","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Education","Declared non-disabled","250","240","43100","37720"
"Leaver Dept.","2022","Heterosexual / straight","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Education","Unknown","60","60","36380","34720"
"Leaver Dept.","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Declared non-disabled","290","290","28490","24920"
"Leaver Dept.","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for International Trade","Declared non-disabled","80","80","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","Declared disabled","30","30","[c]","[c]"
