"Status","Year","Parent_department","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","G6/G7","Project Delivery","50","50","62420","62120"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","G6/G7","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","SEO/HEO","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","AA/AO","No function","100","90","22960","22600"
"Leaver CS","2022","HM Land Registry","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","EO","No function","90","70","27550","27130"
"Leaver CS","2022","HM Land Registry","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SEO/HEO","Digital, Data & Technology","50","40","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SEO/HEO","No function","70","50","35900","33840"
"Leaver CS","2022","HM Land Registry","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","AA/AO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","AA/AO","No function","50","30","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","AA/AO","Property","130","120","21640","22010"
"Leaver CS","2022","HM Revenue and Customs","AA/AO","Unknown","2570","2150","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","EO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","EO","Property","50","40","26210","26030"
"Leaver CS","2022","HM Revenue and Customs","EO","Unknown","850","720","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","G6/G7","Unknown","290","260","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","SCS","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","SEO/HEO","Property","50","40","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","SEO/HEO","Unknown","770","660","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","G6/G7","No function","50","50","[c]","[c]"
"Leaver CS","2022","HM Treasury","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","SEO/HEO","No function","40","40","[c]","[c]"
"Leaver CS","2022","Home Office","AA/AO","Unknown","570","450","21990","21680"
"Leaver CS","2022","Home Office","EO","Unknown","850","710","27470","27240"
"Leaver CS","2022","Home Office","G6/G7","Unknown","190","180","62130","60670"
"Leaver CS","2022","Home Office","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","SEO/HEO","Unknown","450","420","37520","37190"
"Leaver CS","2022","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","AA/AO","Digital, Data & Technology","40","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","AA/AO","Human Resources","60","50","21190","21170"
"Leaver CS","2022","Ministry of Defence","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","AA/AO","No function","50","50","18120","17540"
"Leaver CS","2022","Ministry of Defence","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","AA/AO","Property","70","70","18810","18890"
"Leaver CS","2022","Ministry of Defence","AA/AO","Security","500","480","28820","25540"
"Leaver CS","2022","Ministry of Defence","AA/AO","Unknown","900","840","21040","21130"
"Leaver CS","2022","Ministry of Defence","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","EO","Digital, Data & Technology","60","50","28200","26740"
"Leaver CS","2022","Ministry of Defence","EO","Finance","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","EO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","EO","No function","130","120","21420","20480"
"Leaver CS","2022","Ministry of Defence","EO","Project Delivery","200","190","22470","22080"
"Leaver CS","2022","Ministry of Defence","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","EO","Security","90","80","34570","29250"
"Leaver CS","2022","Ministry of Defence","EO","Unknown","400","380","28330","27770"
"Leaver CS","2022","Ministry of Defence","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","G6/G7","No function","90","90","54630","52770"
"Leaver CS","2022","Ministry of Defence","G6/G7","Project Delivery","100","90","57620","56450"
"Leaver CS","2022","Ministry of Defence","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","G6/G7","Unknown","100","80","66810","64220"
"Leaver CS","2022","Ministry of Defence","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","SCS","Unknown","[c]","[c]","[c]","[c]"
