"Status","Year","Parent_department","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Home Office","Unknown","Female","1030","870","30600","25630"
"Leaver CS","2022","Home Office","Unknown","Male","1060","930","33210","27910"
"Leaver CS","2022","Ministry of Defence","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Commercial","Female","60","50","36940","34250"
"Leaver CS","2022","Ministry of Defence","Commercial","Male","60","60","39610","37790"
"Leaver CS","2022","Ministry of Defence","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Digital, Data & Technology","Female","60","50","30280","26670"
"Leaver CS","2022","Ministry of Defence","Digital, Data & Technology","Male","140","140","36080","33300"
"Leaver CS","2022","Ministry of Defence","Finance","Female","60","60","33540","26930"
"Leaver CS","2022","Ministry of Defence","Finance","Male","50","50","35950","30750"
"Leaver CS","2022","Ministry of Defence","Human Resources","Female","100","90","29660","26350"
"Leaver CS","2022","Ministry of Defence","Human Resources","Male","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","No function","Female","160","140","32490","29230"
"Leaver CS","2022","Ministry of Defence","No function","Male","380","360","35630","32640"
"Leaver CS","2022","Ministry of Defence","Project Delivery","Female","250","230","33240","30340"
"Leaver CS","2022","Ministry of Defence","Project Delivery","Male","600","580","36520","34260"
"Leaver CS","2022","Ministry of Defence","Property","Female","70","70","29470","26350"
"Leaver CS","2022","Ministry of Defence","Property","Male","130","130","32660","33300"
"Leaver CS","2022","Ministry of Defence","Security","Female","110","100","29490","26350"
"Leaver CS","2022","Ministry of Defence","Security","Male","550","530","31980","28890"
"Leaver CS","2022","Ministry of Defence","Unknown","Female","890","810","28540","22400"
"Leaver CS","2022","Ministry of Defence","Unknown","Male","1230","1180","32130","29200"
"Leaver CS","2022","Ministry of Justice","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","No function","Female","5220","4690","25950","21170"
"Leaver CS","2022","Ministry of Justice","No function","Male","4530","4260","28600","22570"
"Leaver CS","2022","Ministry of Justice","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","No function","Female","90","90","39860","34580"
"Leaver CS","2022","National Crime Agency","No function","Male","170","160","42110","40170"
"Leaver CS","2022","National Crime Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","No function","Female","110","110","53570","51360"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","No function","Male","40","40","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","No function","Female","60","50","35010","30950"
"Leaver CS","2022","Office of Gas and Electricity Markets","No function","Male","70","70","47100","39550"
"Leaver CS","2022","Office of Gas and Electricity Markets","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","No function","Female","240","200","27070","23780"
