"Status","Year","Parent_department","Disability","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Attorney General's Departments","Unknown","Male","30","30","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Declared disabled","Female","80","70","41780","37300"
"Leaver Dept.","2022","Cabinet Office","Declared disabled","Male","60","60","36500","32810"
"Leaver Dept.","2022","Cabinet Office","Declared non-disabled","Female","480","470","46450","40600"
"Leaver Dept.","2022","Cabinet Office","Declared non-disabled","Male","370","370","47000","40600"
"Leaver Dept.","2022","Cabinet Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Unknown","Female","460","460","37100","32000"
"Leaver Dept.","2022","Cabinet Office","Unknown","Male","380","380","38730","32000"
"Leaver Dept.","2022","Chancellor's other departments","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Female","260","250","42760","38160"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Male","230","220","45590","40200"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Male","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","Female","90","90","37030","33640"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","Male","100","100","37960","36070"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","Female","80","80","41400","34350"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","Male","80","70","47870","51730"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Declared non-disabled","Female","190","180","43100","39280"
"Leaver Dept.","2022","Department for Education","Declared non-disabled","Male","130","130","44270","40510"
"Leaver Dept.","2022","Department for Education","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Unknown","Female","70","70","39270","36500"
"Leaver Dept.","2022","Department for Education","Unknown","Male","60","60","39640","36500"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Declared non-disabled","Female","220","210","27580","24920"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Declared non-disabled","Male","160","160","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Unknown","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Unknown","Male","40","30","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Declared non-disabled","Female","60","60","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Declared non-disabled","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Unknown","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Unknown","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Declared non-disabled","Female","150","150","39790","36340"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Declared non-disabled","Male","110","110","43940","39600"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Unknown","Male","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Declared non-disabled","Female","200","190","35530","32180"
"Leaver Dept.","2022","Department for Transport","Declared non-disabled","Male","210","210","38700","35060"
"Leaver Dept.","2022","Department for Transport","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Unknown","Female","80","80","34710","30730"
"Leaver Dept.","2022","Department for Transport","Unknown","Male","90","90","35630","31780"
"Leaver Dept.","2022","Department for Work and Pensions","Declared disabled","Female","250","240","29400","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Declared disabled","Male","150","150","30430","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Declared non-disabled","Female","1360","1300","29230","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Declared non-disabled","Male","930","920","30400","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Undeclared","Female","100","100","30750","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Undeclared","Male","70","70","30850","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Unknown","Female","150","140","30940","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Unknown","Male","110","110","32580","27570"
"Leaver Dept.","2022","Department of Health and Social Care","Declared disabled","Female","270","230","37270","33620"
"Leaver Dept.","2022","Department of Health and Social Care","Declared disabled","Male","120","100","40810","32330"
"Leaver Dept.","2022","Department of Health and Social Care","Declared non-disabled","Female","3010","2700","39380","33340"
"Leaver Dept.","2022","Department of Health and Social Care","Declared non-disabled","Male","1390","1270","43950","37470"
"Leaver Dept.","2022","Department of Health and Social Care","Undeclared","Female","50","50","36930","33050"
"Leaver Dept.","2022","Department of Health and Social Care","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","Unknown","Female","1860","1050","46390","40460"
"Leaver Dept.","2022","Department of Health and Social Care","Unknown","Male","1140","620","54850","50410"
"Leaver Dept.","2022","Estyn","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Declared non-disabled","Female","140","50","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Declared non-disabled","Male","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Unknown","Female","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Unknown","Male","70","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Declared disabled","Female","60","60","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Declared disabled","Male","50","40","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Declared non-disabled","Female","390","370","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Declared non-disabled","Male","340","340","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Unknown","Female","280","270","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Unknown","Male","230","230","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Declared non-disabled","Female","90","90","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Declared non-disabled","Male","70","70","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Declared disabled","Female","50","50","37620","30830"
"Leaver Dept.","2022","Home Office","Declared disabled","Male","50","50","[c]","[c]"
"Leaver Dept.","2022","Home Office","Declared non-disabled","Female","540","510","35600","28850"
"Leaver Dept.","2022","Home Office","Declared non-disabled","Male","500","490","36290","29030"
"Leaver Dept.","2022","Home Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Unknown","Female","130","130","33160","28650"
"Leaver Dept.","2022","Home Office","Unknown","Male","110","110","33380","30820"
"Leaver Dept.","2022","Ministry of Defence","Declared disabled","Female","50","50","34290","33300"
"Leaver Dept.","2022","Ministry of Defence","Declared disabled","Male","60","60","38760","36300"
"Leaver Dept.","2022","Ministry of Defence","Declared non-disabled","Female","380","370","34870","31850"
"Leaver Dept.","2022","Ministry of Defence","Declared non-disabled","Male","420","410","37710","34380"
"Leaver Dept.","2022","Ministry of Defence","Undeclared","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Undeclared","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Unknown","Female","60","60","37080","36460"
"Leaver Dept.","2022","Ministry of Defence","Unknown","Male","70","70","35610","33880"
