"Status","Year","Function_of_post","Sexual_orientation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Counter Fraud","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Heterosexual / straight","Digital, Data and Technology","70","70","43860","39470"
"Leaver Dept.","2021","Digital, Data & Technology","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Heterosexual / straight","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Digital, Data and Technology","50","50","48900","48990"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Heterosexual / straight","Finance","100","100","46570","45200"
"Leaver Dept.","2021","Finance","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Finance","40","40","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Unknown","Operational Delivery","50","40","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","Human Resources","190","180","38600","33600"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","Unknown","120","120","37060","32000"
"Leaver Dept.","2021","Human Resources","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Human Resources","60","60","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Legal","70","60","51700","51940"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Operational Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Legal","40","30","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","International Trade","70","70","46140","40930"
"Leaver Dept.","2021","No function","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Operational Delivery","820","800","28470","22680"
"Leaver Dept.","2021","No function","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Policy","620","600","44970","39340"
"Leaver Dept.","2021","No function","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Science and Engineering","30","30","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Heterosexual / straight","Unknown","450","440","42180","34240"
"Leaver Dept.","2021","No function","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Operational Delivery","80","70","27940","22570"
"Leaver Dept.","2021","No function","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Policy","90","80","43200","39270"
"Leaver Dept.","2021","No function","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","LGBO","Unknown","70","70","40660","34550"
"Leaver Dept.","2021","No function","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Operational Delivery","70","70","27440","22620"
"Leaver Dept.","2021","No function","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Policy","90","80","45610","43800"
"Leaver Dept.","2021","No function","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Unknown","80","70","41610","33930"
"Leaver Dept.","2021","No function","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","International Trade","60","60","44800","41660"
"Leaver Dept.","2021","No function","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Operational Delivery","330","310","28610","22680"
"Leaver Dept.","2021","No function","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Policy","500","480","40910","36520"
"Leaver Dept.","2021","No function","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Psychology","[c]","[c]","[c]","[c]"
