"Status","Year","Ethnicity","Region_ITL1","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Yorkshire and The Humber","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Yorkshire and The Humber","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Midlands (England)","Communications","70","70","26050","25560"
"New entrant CS","2021","Unknown","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Midlands (England)","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Midlands (England)","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Midlands (England)","No function","340","320","22330","20600"
"New entrant CS","2021","Unknown","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Midlands (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Midlands (England)","Unknown","130","120","26650","27570"
"New entrant CS","2021","Unknown","East of England","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East of England","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East of England","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East of England","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","East of England","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East of England","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East of England","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East of England","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East of England","No function","350","330","23680","22350"
"New entrant CS","2021","Unknown","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East of England","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East of England","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East of England","Unknown","200","190","26160","26350"
"New entrant CS","2021","Unknown","London","Analysis","180","180","39350","36160"
"New entrant CS","2021","Unknown","London","Commercial","180","180","73840","70240"
"New entrant CS","2021","Unknown","London","Communications","160","160","37380","33360"
"New entrant CS","2021","Unknown","London","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Digital, Data & Technology","230","230","45370","40650"
"New entrant CS","2021","Unknown","London","Finance","90","90","36680","32790"
"New entrant CS","2021","Unknown","London","Human Resources","60","50","33440","27270"
"New entrant CS","2021","Unknown","London","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Legal","120","120","36800","30850"
"New entrant CS","2021","Unknown","London","No function","2280","2250","32780","28500"
"New entrant CS","2021","Unknown","London","Project Delivery","80","80","41880","39280"
"New entrant CS","2021","Unknown","London","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Security","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","London","Unknown","1120","1100","35950","31060"
"New entrant CS","2021","Unknown","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","Communications","160","160","26360","25560"
"New entrant CS","2021","Unknown","North East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","Debt","220","210","20310","20140"
"New entrant CS","2021","Unknown","North East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","No function","300","290","22110","20140"
"New entrant CS","2021","Unknown","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","Property","50","50","23780","20880"
"New entrant CS","2021","Unknown","North East (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","Unknown","230","220","25320","21430"
"New entrant CS","2021","Unknown","North West (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Communications","120","120","26920","25560"
"New entrant CS","2021","Unknown","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Digital, Data & Technology","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","No function","850","820","22370","20140"
"New entrant CS","2021","Unknown","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Unknown","540","530","26790","24880"
"New entrant CS","2021","Unknown","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland","No function","120","110","21450","20140"
"New entrant CS","2021","Unknown","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Debt","250","240","20340","20140"
"New entrant CS","2021","Unknown","Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Legal","80","80","23540","20850"
"New entrant CS","2021","Unknown","Scotland","No function","420","410","21870","20810"
"New entrant CS","2021","Unknown","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Security","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Unknown","840","810","33630","29740"
"New entrant CS","2021","Unknown","South East (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","Legal","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","No function","630","590","24270","22920"
"New entrant CS","2021","Unknown","South East (England)","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","Security","70","70","28530","25540"
"New entrant CS","2021","Unknown","South East (England)","Unknown","420","410","27630","25870"
"New entrant CS","2021","Unknown","South West (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Digital, Data & Technology","90","90","33800","31340"
"New entrant CS","2021","Unknown","South West (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","No function","400","390","25070","22390"
"New entrant CS","2021","Unknown","South West (England)","Project Delivery","140","140","28650","25500"
"New entrant CS","2021","Unknown","South West (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Unknown","180","170","29050","27570"
"New entrant CS","2021","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","No function","110","110","31380","28000"
"New entrant CS","2021","Unknown","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","380","370","34890","27570"
"New entrant CS","2021","Unknown","Wales","Analysis","70","70","27480","29540"
"New entrant CS","2021","Unknown","Wales","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Digital, Data & Technology","80","80","35290","30730"
"New entrant CS","2021","Unknown","Wales","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","No function","640","610","22150","21170"
"New entrant CS","2021","Unknown","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Unknown","100","90","25810","21430"
"New entrant CS","2021","Unknown","West Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Debt","70","70","20140","20140"
"New entrant CS","2021","Unknown","West Midlands (England)","Digital, Data & Technology","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","No function","520","500","24080","20900"
"New entrant CS","2021","Unknown","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Unknown","120","120","27990","27570"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Communications","80","80","29190","25560"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Debt","40","40","[c]","[c]"
