"Status","Year","Sex","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Male","Department of Health and Social Care","20-29","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department of Health and Social Care","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department of Health and Social Care","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department of Health and Social Care","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department of Health and Social Care","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","ESTYN","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Foreign, Commonwealth and Development Office","20-29","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Foreign, Commonwealth and Development Office","30-39","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Foreign, Commonwealth and Development Office","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Foreign, Commonwealth and Development Office","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Foreign, Commonwealth and Development Office","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","HM Revenue and Customs","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","HM Revenue and Customs","20-29","280","280","[c]","[c]"
"Leaver Dept.","2021","Male","HM Revenue and Customs","30-39","270","260","[c]","[c]"
"Leaver Dept.","2021","Male","HM Revenue and Customs","40-49","130","130","[c]","[c]"
"Leaver Dept.","2021","Male","HM Revenue and Customs","50-59","100","100","[c]","[c]"
"Leaver Dept.","2021","Male","HM Revenue and Customs","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","HM Revenue and Customs","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","HM Treasury","20-29","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","HM Treasury","30-39","40","30","[c]","[c]"
"Leaver Dept.","2021","Male","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Home Office","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Home Office","20-29","130","130","30650","27760"
"Leaver Dept.","2021","Male","Home Office","30-39","150","150","33810","28670"
"Leaver Dept.","2021","Male","Home Office","40-49","90","90","39990","32740"
"Leaver Dept.","2021","Male","Home Office","50-59","50","50","37290","32990"
"Leaver Dept.","2021","Male","Home Office","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Home Office","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Defence","20-29","150","150","29640","27540"
"Leaver Dept.","2021","Male","Ministry of Defence","30-39","140","130","38700","37640"
"Leaver Dept.","2021","Male","Ministry of Defence","40-49","80","80","44360","40580"
"Leaver Dept.","2021","Male","Ministry of Defence","50-59","70","70","48250","41570"
"Leaver Dept.","2021","Male","Ministry of Defence","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Housing, Communities and Local Government","20-29","90","90","33060","32560"
"Leaver Dept.","2021","Male","Ministry of Housing, Communities and Local Government","30-39","50","50","44120","47860"
"Leaver Dept.","2021","Male","Ministry of Housing, Communities and Local Government","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Housing, Communities and Local Government","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Housing, Communities and Local Government","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Housing, Communities and Local Government","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Justice","20-29","140","140","27690","24310"
"Leaver Dept.","2021","Male","Ministry of Justice","30-39","170","170","34350","30850"
"Leaver Dept.","2021","Male","Ministry of Justice","40-49","100","100","41880","35430"
"Leaver Dept.","2021","Male","Ministry of Justice","50-59","100","90","37890","32920"
"Leaver Dept.","2021","Male","Ministry of Justice","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","National Crime Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","National Crime Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","National Crime Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","National Crime Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office for Standards in Education","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office for Standards in Education","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office for Standards in Education","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office for Standards in Education","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Gas and Electricity Markets","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Gas and Electricity Markets","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Gas and Electricity Markets","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other Cabinet Office Agencies","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other Cabinet Office Agencies","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other Cabinet Office Agencies","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other Cabinet Office Agencies","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scotland Office","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scotland Office","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scotland Office","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scottish Government","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scottish Government","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scottish Government","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scottish Government","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","The National Archives","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","The National Archives","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","The National Archives","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","UK Export Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","United Kingdom Statistics Authority","20-29","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","United Kingdom Statistics Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","United Kingdom Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","United Kingdom Statistics Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","United Kingdom Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Wales Office","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Wales Office","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Wales Office","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Wales Office","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Welsh Government","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Welsh Government","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Welsh Government","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Welsh Government","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Welsh Government","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Welsh Government","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","United Kingdom Statistics Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Attorney General's Departments","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Attorney General's Departments","20-29","60","60","27630","26950"
"Leaver Dept.","2022","Female","Attorney General's Departments","30-39","50","50","44790","50500"
"Leaver Dept.","2022","Female","Attorney General's Departments","40-49","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","Attorney General's Departments","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Attorney General's Departments","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cabinet Office","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cabinet Office","20-29","520","510","34090","32000"
"Leaver Dept.","2022","Female","Cabinet Office","30-39","310","310","47380","49620"
"Leaver Dept.","2022","Female","Cabinet Office","40-49","130","120","54540","54700"
"Leaver Dept.","2022","Female","Cabinet Office","50-59","80","80","49640","41170"
"Leaver Dept.","2022","Female","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cabinet Office","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy","20-29","170","160","35160","33570"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy","30-39","120","110","43120","40220"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy","40-49","80","70","48630","49080"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy","50-59","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Digital, Culture, Media and Sport","20-29","60","60","35660","34020"
"Leaver Dept.","2022","Female","Department for Digital, Culture, Media and Sport","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Education","20-29","110","110","35200","33100"
"Leaver Dept.","2022","Female","Department for Education","30-39","100","90","42720","40300"
"Leaver Dept.","2022","Female","Department for Education","40-49","60","60","50860","50130"
"Leaver Dept.","2022","Female","Department for Education","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Education","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs","20-29","100","100","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs","30-39","90","90","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs","40-49","60","60","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs","50-59","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for International Trade","20-29","70","70","[c]","[c]"
"Leaver Dept.","2022","Female","Department for International Trade","30-39","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Levelling Up, Housing and Communities","20-29","80","80","33680","33210"
"Leaver Dept.","2022","Female","Department for Levelling Up, Housing and Communities","30-39","50","50","44640","40720"
"Leaver Dept.","2022","Female","Department for Levelling Up, Housing and Communities","40-49","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Levelling Up, Housing and Communities","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Levelling Up, Housing and Communities","60-64","[c]","[c]","[c]","[c]"
