"Status","Year","Sex","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Female","Analysis","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Commercial","220","120","40580","38980"
"Leaver Dept.","2022","Female","Commercial","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Communications","220","150","40530","36330"
"Leaver Dept.","2022","Female","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Counter Fraud","60","50","30490","27570"
"Leaver Dept.","2022","Female","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Debt","Other","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Debt","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Digital, Data and Technology","290","230","40650","36780"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Finance","280","190","39550","35530"
"Leaver Dept.","2022","Female","Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Grants Management","Operational Delivery","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Human Resources","400","360","38230","33300"
"Leaver Dept.","2022","Female","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Operational Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Unknown","100","90","42800","36320"
"Leaver Dept.","2022","Female","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Internal Audit","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Legal","70","70","59100","58500"
"Leaver Dept.","2022","Female","Legal","Operational Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","International Trade","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Knowledge and Information Management","170","150","44240","40940"
"Leaver Dept.","2022","Female","No function","Medicine","260","210","84080","91570"
"Leaver Dept.","2022","Female","No function","Operational Delivery","4870","4500","33040","27570"
"Leaver Dept.","2022","Female","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Other","210","210","30790","27570"
"Leaver Dept.","2022","Female","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Policy","1040","780","44100","40050"
"Leaver Dept.","2022","Female","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Science and Engineering","1480","1340","39150","37000"
"Leaver Dept.","2022","Female","No function","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Unknown","1000","990","41130","34550"
"Leaver Dept.","2022","Female","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Project Delivery","200","200","39980","36920"
"Leaver Dept.","2022","Female","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Property","60","50","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Operational Delivery","380","350","28210","25040"
"Leaver Dept.","2022","Female","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Other","140","140","29630","26260"
"Leaver Dept.","2022","Female","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Policy","180","180","46000","41970"
"Leaver Dept.","2022","Female","Unknown","Project Delivery","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Unknown","1080","820","34640","30520"
"Leaver Dept.","2022","Male","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Economics","80","70","42960","34940"
"Leaver Dept.","2022","Male","Analysis","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Statistics","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Commercial","180","110","46030","41500"
"Leaver Dept.","2022","Male","Commercial","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","Communications","160","100","42970","36930"
"Leaver Dept.","2022","Male","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Counter Fraud","Counter Fraud","60","60","31310","27610"
"Leaver Dept.","2022","Male","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Debt","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Debt","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Digital, Data & Technology","Digital, Data and Technology","390","340","42010","38000"
"Leaver Dept.","2022","Male","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Digital, Data & Technology","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Finance","Finance","260","190","43790","40190"
"Leaver Dept.","2022","Male","Finance","Human Resources","[c]","[c]","[c]","[c]"
