"Status","Year","Region_ITL3","Age","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Enfield","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","65+","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","65+","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","65+","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","65+","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","20-29","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","50-59","Declared non-disabled","70","60","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","50-59","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","65+","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","20-29","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Glasgow City","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","30-39","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Glasgow City","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","40-49","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Glasgow City","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","50-59","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Glasgow City","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","50-59","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","60-64","Declared non-disabled","60","50","35130","32540"
"Leaver CS","2021","Glasgow City","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","65+","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","65+","Declared non-disabled","50","30","[c]","[c]"
"Leaver CS","2021","Glasgow City","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","65+","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","65+","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","65+","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","65+","Declared disabled","[c]","[c]","[c]","[c]"
