"Status","Year","Organisation","Sex","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Female","White","40","30","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Female","White","140","140","32470","29600"
"Leaver Dept.","2022","Defence Equipment and Support","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Male","White","190","190","35540","32180"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Asian","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","White","180","180","44870","40050"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","White","170","160","48580","49080"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Female","White","70","70","43400","35750"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Male","White","70","70","49210","51730"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Female","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Female","White","160","160","43910","37100"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Male","White","100","100","45770","45550"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","White","130","130","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","White","120","120","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Female","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Female","White","60","60","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Male","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Male","White","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","White","100","100","40450","35330"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","White","80","80","44390","39600"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Female","Unknown","50","50","40020","35240"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Female","White","60","60","44030","39470"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Male","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Male","White","80","80","46810","42470"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Female","Asian","220","210","29210","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Female","Black","150","140","29680","31060"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Female","Mixed","60","50","29750","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Female","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Female","Unknown","170","160","31080","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Female","White","1170","1120","29040","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Male","Asian","220","220","28890","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Male","Black","60","60","29840","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Male","Undeclared","70","70","32720","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Male","Unknown","130","130","32140","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Male","White","720","710","30260","27570"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
