"Status","Year","Disability","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","Female","50","50","28540","23630"
"Leaver CS","2022","Undeclared","UK Statistics Authority","Male","50","50","31000","30210"
"Leaver CS","2022","Undeclared","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","Female","150","140","51300","40600"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","Male","180","180","53660","52550"
"Leaver CS","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Commercial Service","Male","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Prosecution Service","Female","90","80","33690","25040"
"Leaver CS","2022","Unknown","Crown Prosecution Service","Male","50","50","41180","48080"
"Leaver CS","2022","Unknown","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Equipment and Support","Female","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Equipment and Support","Male","110","110","28410","26000"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education (excl. agencies)","Female","100","90","33210","28500"
"Leaver CS","2022","Unknown","Department for Education (excl. agencies)","Male","70","70","38390","36500"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","Female","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","Male","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport (excl. agencies)","Female","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport (excl. agencies)","Male","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Female","580","550","25840","27570"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Male","430","430","27780","27570"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Female","320","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Male","230","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Female","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Male","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Standards Agency","Female","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Standards Agency","Male","110","100","27250","26130"
"Leaver CS","2022","Unknown","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Education Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Education Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Female","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Male","60","30","[c]","[c]"
"Leaver CS","2022","Unknown","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Courts and Tribunals Service","Female","380","360","21910","20970"
"Leaver CS","2022","Unknown","HM Courts and Tribunals Service","Male","210","200","22790","20970"
"Leaver CS","2022","Unknown","HM Land Registry","Female","70","60","28390","25850"
"Leaver CS","2022","Unknown","HM Land Registry","Male","70","70","31710","27130"
"Leaver CS","2022","Unknown","HM Prison and Probation Service","Female","910","830","[c]","[c]"
"Leaver CS","2022","Unknown","HM Prison and Probation Service","Male","830","800","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","Female","850","690","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","Male","740","680","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Female","160","150","29290","25700"
"Leaver CS","2022","Unknown","Home Office","Male","210","210","32810","28650"
"Leaver CS","2022","Unknown","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicines and Healthcare Products Regulatory Agency","Female","100","90","41260","33090"
"Leaver CS","2022","Unknown","Medicines and Healthcare Products Regulatory Agency","Male","70","70","50480","41270"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Female","240","210","30830","26670"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Male","430","420","31470","26750"
"Leaver CS","2022","Unknown","Ministry of Justice (excl. agencies)","Female","70","60","35110","30920"
"Leaver CS","2022","Unknown","Ministry of Justice (excl. agencies)","Male","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","Female","90","80","38860","34140"
"Leaver CS","2022","Unknown","National Crime Agency","Male","130","120","43340","40060"
"Leaver CS","2022","Unknown","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Public Guardian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Public Health England","Female","220","190","47560","41350"
"Leaver CS","2022","Unknown","Public Health England","Male","90","80","50600","42480"
"Leaver CS","2022","Unknown","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Royal Fleet Auxiliary","Male","210","210","36610","33570"
"Leaver CS","2022","Unknown","Scottish Courts and Tribunals Service","Female","70","60","26440","23780"
"Leaver CS","2022","Unknown","Scottish Courts and Tribunals Service","Male","50","40","33660","30450"
"Leaver CS","2022","Unknown","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","Female","90","80","36980","31540"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","Male","110","100","37730","31740"
"Leaver CS","2022","Unknown","Scottish Prison Service","Female","90","80","30900","26900"
"Leaver CS","2022","Unknown","Scottish Prison Service","Male","210","190","32150","35000"
"Leaver CS","2022","Unknown","Scottish Public Pensions Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
