"Status","Year","Region_ITL1","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","South East (England)","Asian","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Asian","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Asian","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Asian","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Asian","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Black","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Black","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Black","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Black","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Black","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Black","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Black","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Black","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Black","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Black","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Chinese","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Chinese","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Chinese","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Chinese","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Chinese","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Chinese","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Chinese","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Chinese","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Chinese","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Chinese","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Chinese","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Chinese","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Mixed","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Mixed","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Mixed","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Mixed","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Mixed","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Mixed","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Mixed","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Mixed","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Undeclared","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","White","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","White","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","White","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","White","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","White","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","White","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","White","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","White","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","White","Operational Delivery","110","110","28030","24430"
"Leaver Dept.","2021","South East (England)","White","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","White","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","White","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","White","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","White","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","White","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","White","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","White","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","White","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","White","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","White","Unknown","80","80","29160","27570"
"Leaver Dept.","2021","South West (England)","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Asian","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Asian","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Asian","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Asian","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Asian","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Asian","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Asian","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Asian","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Asian","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Black","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Black","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Black","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Black","Planning","[c]","[c]","[c]","[c]"
