"Status","Year","Parent_department","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Attorney General's Departments","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Asian","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Asian","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Black","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Black","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Black","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Mixed","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Mixed","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","White","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","White","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","White","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","White","Legal","40","40","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","White","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","White","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","White","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","White","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Asian","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Asian","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Asian","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Asian","Unknown","90","90","43630","35590"
"Leaver Dept.","2022","Cabinet Office","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Black","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Black","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Black","Unknown","60","60","40750","35590"
"Leaver Dept.","2022","Cabinet Office","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Mixed","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Mixed","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Mixed","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Undeclared","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Unknown","Unknown","830","830","38160","32000"
"Leaver Dept.","2022","Cabinet Office","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","White","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","White","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","White","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","White","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","White","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","White","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","White","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","White","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","White","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","White","Unknown","740","730","46300","40600"
"Leaver Dept.","2022","Chancellor's other departments","Asian","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Black","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Mixed","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","White","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Asian","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Black","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Mixed","Human Resources","[c]","[c]","[c]","[c]"
