"Status","Year","Region_ITL1","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","North East (England)","Inspector of Education and Training","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Inspector of Education and Training","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Inspector of Education and Training","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Inspector of Education and Training","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Intelligence Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Knowledge and Information Management","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Legal","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Medicine","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Medicine","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Medicine","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Medicine","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Operational Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Operational Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Operational Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Operational Delivery","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","North East (England)","Operational Delivery","Unknown","180","170","24440","21590"
"Leaver CS","2022","North East (England)","Operational Delivery","White","1000","850","25900","21300"
"Leaver CS","2022","North East (England)","Other","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Other","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Other","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Other","White","50","40","[c]","[c]"
"Leaver CS","2022","North East (England)","Planning Inspectors","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Planning Inspectors","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Planning Inspectors","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Planning Inspectors","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Planning Inspectors","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Policy","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Policy","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Policy","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Policy","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Psychology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Psychology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Psychology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Psychology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Science and Engineering","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Security","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Social Research","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Social Research","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Social Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Social Research","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Statistics","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Statistics","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Statistics","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Statistics","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Tax","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Tax","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Tax","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Tax","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Tax","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Undeclared","30","20","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Unknown","310","260","25390","21260"
"Leaver CS","2022","North East (England)","Unknown","White","590","470","25570","21260"
"Leaver CS","2022","North West (England)","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","White","100","90","44430","40580"
"Leaver CS","2022","North West (England)","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","White","40","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","White","40","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Inspector of Education and Training","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Inspector of Education and Training","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Inspector of Education and Training","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Inspector of Education and Training","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Inspector of Education and Training","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Intelligence Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Knowledge and Information Management","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
