"Status","Year","Responsibility_level","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","SEO/HEO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Communications","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","No function","780","770","33330","32000"
"Leaver Dept.","2021","SEO/HEO","Unknown","Project Delivery","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Unknown","760","560","35960","35150"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","No function","70","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","100","90","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Heterosexual / straight","Debt","30","30","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Heterosexual / straight","Human Resources","50","50","21780","21260"
"Leaver Dept.","2022","AA/AO","Heterosexual / straight","Legal","30","30","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Heterosexual / straight","No function","1440","1320","21320","21260"
"Leaver Dept.","2022","AA/AO","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Heterosexual / straight","Unknown","240","230","21960","21680"
"Leaver Dept.","2022","AA/AO","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","LGBO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","LGBO","No function","110","110","21140","21240"
"Leaver Dept.","2022","AA/AO","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","No function","180","160","21190","21190"
"Leaver Dept.","2022","AA/AO","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","No function","360","330","21310","21130"
"Leaver Dept.","2022","AA/AO","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Unknown","620","570","[c]","[c]"
"Leaver Dept.","2022","EO","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Heterosexual / straight","Counter Fraud","40","40","[c]","[c]"
"Leaver Dept.","2022","EO","Heterosexual / straight","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Heterosexual / straight","Digital, Data & Technology","60","60","27360","27140"
"Leaver Dept.","2022","EO","Heterosexual / straight","Finance","50","50","[c]","[c]"
"Leaver Dept.","2022","EO","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Heterosexual / straight","Human Resources","150","140","27080","27500"
"Leaver Dept.","2022","EO","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Heterosexual / straight","Legal","30","30","[c]","[c]"
"Leaver Dept.","2022","EO","Heterosexual / straight","No function","2420","2310","27150","27570"
"Leaver Dept.","2022","EO","Heterosexual / straight","Project Delivery","90","90","24670","25670"
"Leaver Dept.","2022","EO","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Heterosexual / straight","Unknown","510","500","26650","25520"
"Leaver Dept.","2022","EO","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","LGBO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","LGBO","No function","220","220","27360","27570"
"Leaver Dept.","2022","EO","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","LGBO","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","Communications","30","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","Finance","30","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","Human Resources","30","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","No function","290","230","26750","27570"
"Leaver Dept.","2022","EO","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","No function","470","450","27650","27570"
"Leaver Dept.","2022","EO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","Unknown","380","350","27200","27570"
"Leaver Dept.","2022","G6/G7","Heterosexual / straight","Analysis","70","60","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Heterosexual / straight","Commercial","70","60","57210","54280"
"Leaver Dept.","2022","G6/G7","Heterosexual / straight","Communications","60","50","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Heterosexual / straight","Digital, Data & Technology","120","110","57820","55470"
"Leaver Dept.","2022","G6/G7","Heterosexual / straight","Finance","90","80","57700","56300"
"Leaver Dept.","2022","G6/G7","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Heterosexual / straight","Human Resources","110","110","58000","57850"
"Leaver Dept.","2022","G6/G7","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Heterosexual / straight","Legal","50","50","60650","59130"
"Leaver Dept.","2022","G6/G7","Heterosexual / straight","No function","1770","1650","57390","54700"
"Leaver Dept.","2022","G6/G7","Heterosexual / straight","Project Delivery","110","110","57210","56170"
"Leaver Dept.","2022","G6/G7","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Heterosexual / straight","Unknown","190","190","60930","57740"
"Leaver Dept.","2022","G6/G7","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","LGBO","No function","170","160","57210","54280"
"Leaver Dept.","2022","G6/G7","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Undeclared","Analysis","90","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Undeclared","Communications","50","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Undeclared","Digital, Data & Technology","40","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Undeclared","Finance","30","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Undeclared","No function","390","250","57880","54220"
"Leaver Dept.","2022","G6/G7","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Undeclared","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Legal","40","30","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","No function","640","620","58620","54820"
"Leaver Dept.","2022","G6/G7","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Unknown","290","170","[c]","[c]"
"Leaver Dept.","2022","SCS","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Heterosexual / straight","No function","370","320","97510","95140"
"Leaver Dept.","2022","SCS","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","SCS","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","Legal","[c]","[c]","[c]","[c]"
