"Status","Year","Organisation","Sex","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Planning Inspectorate","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Female","No function","490","430","37560","32330"
"Leaver CS","2021","Public Health England","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Male","No function","210","190","47170","37890"
"Leaver CS","2021","Public Health England","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Male","Unknown","140","140","35640","32400"
"Leaver CS","2021","Rural Payments Agency","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Female","Grants Management","50","40","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Male","Grants Management","40","40","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Female","Legal","50","50","28260","22820"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Male","Legal","50","50","[c]","[c]"
"Leaver CS","2021","Scottish Fiscal Commission","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Fiscal Commission","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Female","Unknown","130","120","39680","32140"
"Leaver CS","2021","Scottish Government (excl. agencies)","Male","Unknown","140","130","43440","35110"
"Leaver CS","2021","Scottish Housing Regulator","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Housing Regulator","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Female","No function","70","60","27450","25870"
"Leaver CS","2021","Scottish Prison Service","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Male","No function","130","120","34500","33650"
"Leaver CS","2021","Scottish Prison Service","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Male","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2021","The National Archives","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Female","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Male","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Female","Analysis","30","30","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Female","No function","80","60","24730","19520"
"Leaver CS","2021","United Kingdom Statistics Authority","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Male","Analysis","40","30","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Male","Communications","[c]","[c]","[c]","[c]"
