"Status","Year","Region_ITL3","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","West Sussex (South West)","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Operational Delivery","Finance","90","70","25160","22080"
"In post","2022","West Sussex (South West)","Operational Delivery","Human Resources","70","60","26840","26820"
"In post","2022","West Sussex (South West)","Operational Delivery","No function","600","550","27670","27570"
"In post","2022","West Sussex (South West)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Other","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Other","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Policy","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Property","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Psychology","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Security","Security","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Statistics","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Tax","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Tax","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Tax","Legal","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Unknown","Digital, Data & Technology","50","50","[c]","[c]"
"In post","2022","West Sussex (South West)","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Veterinarian","No function","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Commercial","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Commercial","Commercial","570","550","47870","43000"
"In post","2022","Westminster","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Commercial","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Commercial","Finance","90","90","43640","39000"
"In post","2022","Westminster","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Commercial","No function","110","100","53690","50320"
"In post","2022","Westminster","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Communications","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Communications","Communications","1540","1500","47110","43580"
"In post","2022","Westminster","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Communications","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Communications","No function","110","110","43260","40050"
"In post","2022","Westminster","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Communications","Property","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Communications","Unknown","160","150","49550","45750"
"In post","2022","Westminster","Corporate Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Corporate Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Counter Fraud","Counter Fraud","320","310","45250","40000"
"In post","2022","Westminster","Counter Fraud","No function","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Digital, Data and Technology","Analysis","50","50","[c]","[c]"
"In post","2022","Westminster","Digital, Data and Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Digital, Data and Technology","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Digital, Data and Technology","Digital, Data & Technology","1730","1700","48900","45250"
"In post","2022","Westminster","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Digital, Data and Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Digital, Data and Technology","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Digital, Data and Technology","No function","40","30","[c]","[c]"
"In post","2022","Westminster","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Digital, Data and Technology","Security","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Digital, Data and Technology","Unknown","210","210","59260","57680"
"In post","2022","Westminster","Economics","Analysis","830","810","46770","40840"
"In post","2022","Westminster","Economics","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Economics","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Economics","No function","350","340","48730","52500"
"In post","2022","Westminster","Economics","Project Delivery","50","50","[c]","[c]"
"In post","2022","Westminster","Economics","Unknown","140","140","45500","38020"
"In post","2022","Westminster","Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Finance","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Finance","Finance","1710","1670","49910","45470"
"In post","2022","Westminster","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Finance","No function","60","60","52940","53420"
"In post","2022","Westminster","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Finance","Unknown","230","230","50470","44500"
"In post","2022","Westminster","Geography","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Human Resources","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Human Resources","Human Resources","1610","1560","46630","41750"
"In post","2022","Westminster","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Human Resources","No function","50","50","[c]","[c]"
"In post","2022","Westminster","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Human Resources","Unknown","110","100","51670","47600"
"In post","2022","Westminster","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Intelligence Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Intelligence Analysis","Security","400","390","45560","44500"
"In post","2022","Westminster","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Internal Audit","Internal Audit","170","160","55520","53070"
"In post","2022","Westminster","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","International Trade","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","International Trade","No function","1200","1190","47630","47980"
"In post","2022","Westminster","International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Knowledge and Information Management","Communications","70","60","40640","40490"
"In post","2022","Westminster","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Knowledge and Information Management","Digital, Data & Technology","140","140","39220","37000"
"In post","2022","Westminster","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Knowledge and Information Management","No function","260","250","44180","38860"
"In post","2022","Westminster","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Knowledge and Information Management","Unknown","40","40","[c]","[c]"
"In post","2022","Westminster","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Legal","Legal","2940","2740","59960","61000"
"In post","2022","Westminster","Legal","No function","170","160","53300","57540"
"In post","2022","Westminster","Medicine","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Medicine","No function","40","40","[c]","[c]"
"In post","2022","Westminster","Medicine","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Operational Delivery","Analysis","100","90","40360","36650"
"In post","2022","Westminster","Operational Delivery","Commercial","200","200","52740","48030"
"In post","2022","Westminster","Operational Delivery","Communications","40","40","[c]","[c]"
"In post","2022","Westminster","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Operational Delivery","Digital, Data & Technology","60","60","47660","41750"
"In post","2022","Westminster","Operational Delivery","Finance","80","80","44830","41000"
"In post","2022","Westminster","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Operational Delivery","Human Resources","90","90","38710","36650"
"In post","2022","Westminster","Operational Delivery","Legal","680","640","28720","27050"
"In post","2022","Westminster","Operational Delivery","No function","4940","4790","42470","36830"
"In post","2022","Westminster","Operational Delivery","Project Delivery","160","160","41350","38600"
"In post","2022","Westminster","Operational Delivery","Property","30","30","[c]","[c]"
"In post","2022","Westminster","Operational Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Operational Delivery","Unknown","510","470","40830","35050"
"In post","2022","Westminster","Operational Research","Analysis","140","130","52450","54170"
"In post","2022","Westminster","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Operational Research","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Operational Research","No function","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Operational Research","Unknown","40","30","[c]","[c]"
"In post","2022","Westminster","Other","Analysis","70","70","48980","49060"
"In post","2022","Westminster","Other","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Other","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Other","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Other","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Other","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Other","Legal","350","340","31860","27580"
"In post","2022","Westminster","Other","No function","580","570","46640","36650"
"In post","2022","Westminster","Other","Project Delivery","160","150","62390","64680"
"In post","2022","Westminster","Other","Property","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Other","Security","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Other","Unknown","660","640","36830","31100"
"In post","2022","Westminster","Planning","No function","90","90","47000","42980"
"In post","2022","Westminster","Policy","Analysis","330","320","51420","53360"
"In post","2022","Westminster","Policy","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Policy","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Westminster","Policy","Digital, Data & Technology","110","110","50040","53420"
"In post","2022","Westminster","Policy","Finance","[c]","[c]","[c]","[c]"
