"Status","Year","Region_ITL3","Function_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Clackmannanshire and Fife","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Clackmannanshire and Fife","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Conwy and Denbighshire","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Conwy and Denbighshire","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Conwy and Denbighshire","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Conwy and Denbighshire","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Conwy and Denbighshire","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Conwy and Denbighshire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Conwy and Denbighshire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Unknown","AA/AO","40","30","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Coventry","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Coventry","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Coventry","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Coventry","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Coventry","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Coventry","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Coventry","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Coventry","No function","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Coventry","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Coventry","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Coventry","Unknown","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","Coventry","Unknown","EO","50","40","[c]","[c]"
"Leaver CS","2021","Coventry","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Coventry","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Coventry","Unknown","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2021","Croydon","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Croydon","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Croydon","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Croydon","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Croydon","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Croydon","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Croydon","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Croydon","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Croydon","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Croydon","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Croydon","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Croydon","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Croydon","No function","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Croydon","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Croydon","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Croydon","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Croydon","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Croydon","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Croydon","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Croydon","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Croydon","Unknown","AA/AO","80","60","24110","25120"
"Leaver CS","2021","Croydon","Unknown","EO","90","80","29280","28790"
"Leaver CS","2021","Croydon","Unknown","G6/G7","40","40","[c]","[c]"
"Leaver CS","2021","Croydon","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Croydon","Unknown","SEO/HEO","90","80","[c]","[c]"
"Leaver CS","2021","Darlington","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Darlington","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Darlington","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Darlington","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Darlington","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Darlington","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Darlington","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Darlington","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Darlington","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Darlington","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Darlington","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derby","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derby","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derby","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derby","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derby","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derby","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derby","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derby","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derby","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derry City and Strabane","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derry City and Strabane","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derry City and Strabane","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","No function","AA/AO","100","90","[c]","[c]"
"Leaver CS","2021","Devon CC","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Unknown","AA/AO","120","100","20600","21010"
"Leaver CS","2021","Devon CC","Unknown","EO","60","50","[c]","[c]"
"Leaver CS","2021","Devon CC","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Unknown","SEO/HEO","70","60","[c]","[c]"
"Leaver CS","2021","Dorset CC","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","No function","AA/AO","60","60","[c]","[c]"
"Leaver CS","2021","Dorset CC","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","Unknown","AA/AO","90","70","[c]","[c]"
"Leaver CS","2021","Dudley","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","No function","AA/AO","110","100","[c]","[c]"
"Leaver CS","2021","Durham CC","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Unknown","AA/AO","90","70","[c]","[c]"
"Leaver CS","2021","Durham CC","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","Unknown","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","Ealing","Unknown","EO","40","30","[c]","[c]"
"Leaver CS","2021","Ealing","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Security","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Unknown","AA/AO","50","50","[c]","[c]"
"Leaver CS","2021","East Kent","Unknown","EO","60","50","27710","27300"
"Leaver CS","2021","East Kent","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","Unknown","EO","[c]","[c]","[c]","[c]"
