"Status","Year","Region_ITL1","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Yorkshire and The Humber","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Undeclared","Operational Delivery","70","50","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Undeclared","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Operational Delivery","170","160","25030","21050"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Unknown","290","220","29150","27570"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared disabled","Operational Delivery","180","150","24680","26320"
"Leaver CS","2022","East Midlands (England)","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared disabled","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","Operational Delivery","830","750","25710","26620"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","Other","70","70","22920","21260"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","Science and Engineering","50","40","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","Unknown","210","180","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Undeclared","Operational Delivery","80","70","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Undeclared","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Undeclared","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Operational Delivery","250","230","23890","20970"
"Leaver CS","2022","East Midlands (England)","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Unknown","180","160","[c]","[c]"
"Leaver CS","2022","East of England","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared disabled","Operational Delivery","210","180","26350","26780"
"Leaver CS","2022","East of England","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared disabled","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","East of England","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared non-disabled","Finance","30","30","[c]","[c]"
"Leaver CS","2022","East of England","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared non-disabled","Knowledge and Information Management","30","30","[c]","[c]"
"Leaver CS","2022","East of England","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared non-disabled","Operational Delivery","1140","1040","28350","27570"
"Leaver CS","2022","East of England","Declared non-disabled","Other","110","100","24380","21380"
"Leaver CS","2022","East of England","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared non-disabled","Science and Engineering","70","60","38120","37280"
"Leaver CS","2022","East of England","Declared non-disabled","Security","30","30","[c]","[c]"
"Leaver CS","2022","East of England","Declared non-disabled","Unknown","130","110","[c]","[c]"
"Leaver CS","2022","East of England","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Undeclared","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
