"Status","Year","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Devon","Science and Engineering","50","50","32200","29200"
"Leaver CS","2022","Devon","Security","50","40","[c]","[c]"
"Leaver CS","2022","Devon","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Devon","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Digital, Data and Technology","30","30","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Operational Delivery","270","240","27190","27130"
"Leaver CS","2022","Dorset and Somerset","Other","70","70","24350","21260"
"Leaver CS","2022","Dorset and Somerset","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Knowledge and Information Management","50","40","[c]","[c]"
"Leaver CS","2022","East Anglia","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Operational Delivery","910","820","28000","27020"
"Leaver CS","2022","East Anglia","Other","110","100","23810","21380"
"Leaver CS","2022","East Anglia","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Science and Engineering","70","60","33690","30220"
"Leaver CS","2022","East Anglia","Security","30","30","[c]","[c]"
"Leaver CS","2022","East Anglia","Unknown","110","90","[c]","[c]"
"Leaver CS","2022","East Wales","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Digital, Data and Technology","110","110","37070","34830"
"Leaver CS","2022","East Wales","Economics","30","30","[c]","[c]"
"Leaver CS","2022","East Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Operational Delivery","720","630","26630","22740"
"Leaver CS","2022","East Wales","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Other","40","40","[c]","[c]"
"Leaver CS","2022","East Wales","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Policy","50","40","[c]","[c]"
"Leaver CS","2022","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Unknown","350","300","[c]","[c]"
"Leaver CS","2022","East Wales","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Operational Delivery","330","300","26520","26780"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Other","40","40","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Operational Delivery","510","440","26980","25520"
"Leaver CS","2022","Eastern Scotland","Other","100","90","32350","26900"
"Leaver CS","2022","Eastern Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Unknown","880","810","39470","34090"
"Leaver CS","2022","Eastern Scotland","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","Operational Delivery","400","360","28310","29290"
"Leaver CS","2022","Essex","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","Unknown","100","80","[c]","[c]"
"Leaver CS","2022","Essex","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","100","100","40680","36050"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","110","110","38750","38070"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","100","90","38720","33300"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","70","60","36490","32460"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Medicine","30","30","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","740","670","27820","27010"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Other","320","300","29350","26670"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Policy","70","60","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","280","270","37900","36460"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Science and Engineering","490","470","34920","32690"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Security","70","60","30870","32710"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","120","100","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Digital, Data and Technology","80","80","49520","49860"
"Leaver CS","2022","Greater Manchester","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Operational Delivery","790","700","26310","25040"
"Leaver CS","2022","Greater Manchester","Other","60","50","27070","24890"
"Leaver CS","2022","Greater Manchester","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Policy","30","30","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","Unknown","480","430","30760","27570"
"Leaver CS","2022","Hampshire and Isle of Wight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Digital, Data and Technology","50","50","37150","33150"
"Leaver CS","2022","Hampshire and Isle of Wight","Finance","40","40","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Operational Delivery","710","590","25630","23050"
"Leaver CS","2022","Hampshire and Isle of Wight","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Other","160","150","26160","22080"
"Leaver CS","2022","Hampshire and Isle of Wight","Policy","30","30","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Project Delivery","60","60","37080","35700"
"Leaver CS","2022","Hampshire and Isle of Wight","Property","40","30","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Science and Engineering","70","60","36010","33300"
"Leaver CS","2022","Hampshire and Isle of Wight","Security","60","60","30330","26680"
"Leaver CS","2022","Hampshire and Isle of Wight","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Unknown","160","130","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Medicine","[c]","[c]","[c]","[c]"
