"Status","Year","Profession_of_post","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","Declared non-disabled","40-49","630","580","38410","31990"
"Leaver Dept.","2021","Unknown","Declared non-disabled","50-59","420","400","36600","31880"
"Leaver Dept.","2021","Unknown","Declared non-disabled","60-64","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","20-29","90","80","34830","33360"
"Leaver Dept.","2021","Unknown","Undeclared","30-39","90","90","36920","33930"
"Leaver Dept.","2021","Unknown","Undeclared","40-49","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","50-59","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","20-29","790","700","32000","32000"
"Leaver Dept.","2021","Unknown","Unknown","30-39","430","360","39880","32320"
"Leaver Dept.","2021","Unknown","Unknown","40-49","200","170","44420","35810"
"Leaver Dept.","2021","Unknown","Unknown","50-59","140","130","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","100","40","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","20-29","50","50","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","30-39","70","70","35560","33930"
"Leaver Dept.","2022","Commercial","Declared non-disabled","40-49","50","50","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","50-59","50","50","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","20-29","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","30-39","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","40-49","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","50-59","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","20-29","50","50","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","30-39","80","80","41810","37930"
"Leaver Dept.","2022","Communications","Declared non-disabled","40-49","50","50","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","20-29","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","30-39","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","40-49","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared non-disabled","40-49","30","30","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Declared non-disabled","20-29","90","90","34050","34800"
"Leaver Dept.","2022","Digital, Data and Technology","Declared non-disabled","30-39","140","140","40860","38000"
"Leaver Dept.","2022","Digital, Data and Technology","Declared non-disabled","40-49","130","120","47600","44580"
"Leaver Dept.","2022","Digital, Data and Technology","Declared non-disabled","50-59","70","70","44800","39090"
"Leaver Dept.","2022","Digital, Data and Technology","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","20-29","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","30-39","80","50","36700","36100"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","40-49","70","40","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","50-59","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Declared non-disabled","20-29","60","60","36940","34400"
"Leaver Dept.","2022","Economics","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared non-disabled","20-29","60","60","32520","30750"
"Leaver Dept.","2022","Finance","Declared non-disabled","30-39","90","90","43140","40510"
"Leaver Dept.","2022","Finance","Declared non-disabled","40-49","100","100","44410","41650"
"Leaver Dept.","2022","Finance","Declared non-disabled","50-59","70","70","45430","42480"
"Leaver Dept.","2022","Finance","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","20-29","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","30-39","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","40-49","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","50-59","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Declared non-disabled","20-29","120","120","30760","29700"
"Leaver Dept.","2022","Human Resources","Declared non-disabled","30-39","100","100","38740","33280"
"Leaver Dept.","2022","Human Resources","Declared non-disabled","40-49","90","90","43410","40070"
"Leaver Dept.","2022","Human Resources","Declared non-disabled","50-59","70","70","44770","40080"
"Leaver Dept.","2022","Human Resources","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","20-29","50","30","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","30-39","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Undeclared","20-29","[c]","[c]","[c]","[c]"
