"Status","Year","Region_ITL3","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Essex Haven Gateway","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Thames Gateway","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Thames Gateway","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Thames Gateway","No function","Female","60","50","26690","27200"
"Leaver CS","2022","Essex Thames Gateway","No function","Male","30","30","[c]","[c]"
"Leaver CS","2022","Essex Thames Gateway","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Thames Gateway","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","No function","Female","50","40","[c]","[c]"
"Leaver CS","2022","Falkirk","No function","Male","50","40","[c]","[c]"
"Leaver CS","2022","Falkirk","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Fermanagh and Omagh","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Fermanagh and Omagh","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","No function","Female","110","100","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","No function","Male","150","150","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","No function","Female","150","130","26500","23810"
"Leaver CS","2022","Glasgow City","No function","Male","170","150","28980","26130"
"Leaver CS","2022","Glasgow City","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Unknown","Female","140","120","31180","24880"
"Leaver CS","2022","Glasgow City","Unknown","Male","150","130","35390","27470"
"Leaver CS","2022","Gloucestershire CC","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","No function","Female","60","50","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","No function","Female","50","50","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","No function","Male","30","30","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North West","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North West","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North West","No function","Female","90","80","24330","21260"
"Leaver CS","2022","Greater Manchester North West","No function","Male","60","60","[c]","[c]"
"Leaver CS","2022","Greater Manchester North West","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North West","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South East","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South East","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South East","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South East","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South East","No function","Female","70","60","24200","21260"
"Leaver CS","2022","Greater Manchester South East","No function","Male","40","30","[c]","[c]"
"Leaver CS","2022","Greater Manchester South East","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South East","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South East","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South East","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South West","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South West","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South West","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South West","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South West","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South West","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South West","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South West","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South West","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South West","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South West","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South West","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South West","No function","Female","70","60","25230","21340"
"Leaver CS","2022","Greater Manchester South West","No function","Male","50","40","[c]","[c]"
"Leaver CS","2022","Greater Manchester South West","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South West","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South West","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South West","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South West","Unknown","Female","170","140","[c]","[c]"
"Leaver CS","2022","Greater Manchester South West","Unknown","Male","180","170","[c]","[c]"
"Leaver CS","2022","Gwent Valleys","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwent Valleys","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwent Valleys","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwent Valleys","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwent Valleys","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwent Valleys","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwent Valleys","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwent Valleys","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwent Valleys","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwent Valleys","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwynedd","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwynedd","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwynedd","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwynedd","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwynedd","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwynedd","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hackney and Newham","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hackney and Newham","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hackney and Newham","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hackney and Newham","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hackney and Newham","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hackney and Newham","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hackney and Newham","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hackney and Newham","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hackney and Newham","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hackney and Newham","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hackney and Newham","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hackney and Newham","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hackney and Newham","No function","Female","60","60","[c]","[c]"
"Leaver CS","2022","Hackney and Newham","No function","Male","30","30","[c]","[c]"
"Leaver CS","2022","Hackney and Newham","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hackney and Newham","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hackney and Newham","Unknown","Female","150","130","[c]","[c]"
"Leaver CS","2022","Hackney and Newham","Unknown","Male","110","100","[c]","[c]"
"Leaver CS","2022","Haringey and Islington","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Haringey and Islington","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Haringey and Islington","No function","Female","120","110","27920","28310"
"Leaver CS","2022","Haringey and Islington","No function","Male","90","80","[c]","[c]"
"Leaver CS","2022","Haringey and Islington","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Haringey and Islington","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Harrow and Hillingdon","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Harrow and Hillingdon","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Harrow and Hillingdon","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Harrow and Hillingdon","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Harrow and Hillingdon","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Harrow and Hillingdon","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Harrow and Hillingdon","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Harrow and Hillingdon","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Harrow and Hillingdon","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Harrow and Hillingdon","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Harrow and Hillingdon","No function","Female","50","50","[c]","[c]"
"Leaver CS","2022","Harrow and Hillingdon","No function","Male","30","30","[c]","[c]"
"Leaver CS","2022","Harrow and Hillingdon","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Harrow and Hillingdon","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Harrow and Hillingdon","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Harrow and Hillingdon","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Harrow and Hillingdon","Unknown","Female","60","50","31270","28990"
"Leaver CS","2022","Harrow and Hillingdon","Unknown","Male","90","60","33200","34630"
"Leaver CS","2022","Hartlepool and Stockton-on-Tees","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hartlepool and Stockton-on-Tees","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hartlepool and Stockton-on-Tees","No function","Female","60","50","[c]","[c]"
"Leaver CS","2022","Hartlepool and Stockton-on-Tees","No function","Male","60","50","[c]","[c]"
"Leaver CS","2022","Hartlepool and Stockton-on-Tees","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hartlepool and Stockton-on-Tees","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heart of Essex","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heart of Essex","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heart of Essex","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heart of Essex","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heart of Essex","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heart of Essex","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heart of Essex","No function","Female","100","90","35510","29290"
"Leaver CS","2022","Heart of Essex","No function","Male","60","60","[c]","[c]"
"Leaver CS","2022","Heart of Essex","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heart of Essex","Unknown","Male","[c]","[c]","[c]","[c]"
