"Status","Year","Sexual_orientation","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Heterosexual / straight","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Policy","EO","90","90","27540","27650"
"Leaver Dept.","2021","Heterosexual / straight","Policy","G6/G7","300","290","56540","54400"
"Leaver Dept.","2021","Heterosexual / straight","Policy","SCS","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Policy","SEO/HEO","400","390","36370","35200"
"Leaver Dept.","2021","Heterosexual / straight","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Project Delivery","EO","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Project Delivery","G6/G7","80","70","58890","57460"
"Leaver Dept.","2021","Heterosexual / straight","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Project Delivery","SEO/HEO","150","150","34360","33300"
"Leaver Dept.","2021","Heterosexual / straight","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Property","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Science and Engineering","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Security","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Statistics","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Statistics","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","AA/AO","270","260","21300","21010"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","EO","610","580","27710","27570"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","G6/G7","310","300","58010","56230"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","SCS","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","SEO/HEO","710","690","35090","34240"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Commercial","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Economics","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","International Trade","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Operational Delivery","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2021","LGBO","Operational Delivery","EO","30","30","[c]","[c]"
"Leaver Dept.","2021","LGBO","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Planning","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Policy","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2021","LGBO","Policy","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Policy","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2021","LGBO","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Statistics","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","EO","50","50","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","SEO/HEO","80","80","34880","34140"
"Leaver Dept.","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Operational Delivery","AA/AO","60","50","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Operational Delivery","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Policy","G6/G7","50","50","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Policy","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Policy","SEO/HEO","60","50","[c]","[c]"
