"Status","Year","Responsibility_level","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","SEO/HEO","Leicester","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicester","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicester","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicester","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicester","No function","280","260","36090","33840"
"In post","2022","SEO/HEO","Leicester","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicester","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicester","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicestershire CC and Rutland","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicestershire CC and Rutland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicestershire CC and Rutland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicestershire CC and Rutland","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Leicestershire CC and Rutland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicestershire CC and Rutland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicestershire CC and Rutland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicestershire CC and Rutland","No function","270","260","39350","38160"
"In post","2022","SEO/HEO","Leicestershire CC and Rutland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicestershire CC and Rutland","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicestershire CC and Rutland","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicestershire CC and Rutland","Unknown","70","70","33740","32450"
"In post","2022","SEO/HEO","Lewisham and Southwark","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lewisham and Southwark","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lewisham and Southwark","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lewisham and Southwark","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lewisham and Southwark","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lewisham and Southwark","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lewisham and Southwark","No function","80","80","39200","37660"
"In post","2022","SEO/HEO","Lewisham and Southwark","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lewisham and Southwark","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lewisham and Southwark","Unknown","50","50","[c]","[c]"
"In post","2022","SEO/HEO","Lincolnshire CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lincolnshire CC","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lincolnshire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lincolnshire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lincolnshire CC","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Lincolnshire CC","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lincolnshire CC","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lincolnshire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lincolnshire CC","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lincolnshire CC","No function","210","200","38010","36190"
"In post","2022","SEO/HEO","Lincolnshire CC","Project Delivery","180","170","35410","35320"
"In post","2022","SEO/HEO","Lincolnshire CC","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lincolnshire CC","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lincolnshire CC","Unknown","120","120","38530","37960"
"In post","2022","SEO/HEO","Lisburn and Castlereagh","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lisburn and Castlereagh","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lisburn and Castlereagh","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lisburn and Castlereagh","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lisburn and Castlereagh","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lisburn and Castlereagh","No function","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lisburn and Castlereagh","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lisburn and Castlereagh","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lisburn and Castlereagh","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lisburn and Castlereagh","Unknown","50","50","[c]","[c]"
"In post","2022","SEO/HEO","Liverpool","Analysis","60","50","36320","33370"
"In post","2022","SEO/HEO","Liverpool","Commercial","140","140","35550","38330"
"In post","2022","SEO/HEO","Liverpool","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Liverpool","Counter Fraud","140","140","35270","33370"
"In post","2022","SEO/HEO","Liverpool","Debt","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Liverpool","Digital, Data & Technology","130","130","35300","33300"
"In post","2022","SEO/HEO","Liverpool","Finance","60","60","36230","35430"
"In post","2022","SEO/HEO","Liverpool","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Liverpool","Human Resources","70","70","34910","33370"
"In post","2022","SEO/HEO","Liverpool","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Liverpool","Legal","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Liverpool","No function","1130","1100","35080","33370"
"In post","2022","SEO/HEO","Liverpool","Project Delivery","270","270","37040","40180"
"In post","2022","SEO/HEO","Liverpool","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Liverpool","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Liverpool","Unknown","930","890","33730","30980"
"In post","2022","SEO/HEO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","No function","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Unknown","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Luton","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Luton","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Luton","No function","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Luton","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Luton","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Manchester","Analysis","190","190","35580","33370"
"In post","2022","SEO/HEO","Manchester","Commercial","70","70","35250","36500"
"In post","2022","SEO/HEO","Manchester","Communications","90","90","35310","33370"
"In post","2022","SEO/HEO","Manchester","Counter Fraud","210","190","35950","33430"
"In post","2022","SEO/HEO","Manchester","Debt","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Manchester","Digital, Data & Technology","470","460","35910","35310"
"In post","2022","SEO/HEO","Manchester","Finance","230","220","35240","35310"
"In post","2022","SEO/HEO","Manchester","Human Resources","140","130","35490","33430"
"In post","2022","SEO/HEO","Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Manchester","Legal","110","100","35570","33370"
"In post","2022","SEO/HEO","Manchester","No function","1330","1270","35050","33600"
"In post","2022","SEO/HEO","Manchester","Project Delivery","170","160","37040","36800"
"In post","2022","SEO/HEO","Manchester","Property","120","120","36550","36050"
"In post","2022","SEO/HEO","Manchester","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Manchester","Unknown","190","190","33480","31280"
"In post","2022","SEO/HEO","Medway","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Medway","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Medway","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Medway","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Medway","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Medway","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Medway","No function","220","220","40900","38160"
"In post","2022","SEO/HEO","Medway","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Medway","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Medway","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Medway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Merton, Kingston upon Thames and Sutton","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Merton, Kingston upon Thames and Sutton","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Merton, Kingston upon Thames and Sutton","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Merton, Kingston upon Thames and Sutton","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Merton, Kingston upon Thames and Sutton","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Merton, Kingston upon Thames and Sutton","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Merton, Kingston upon Thames and Sutton","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Merton, Kingston upon Thames and Sutton","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Merton, Kingston upon Thames and Sutton","No function","90","80","42390","42630"
"In post","2022","SEO/HEO","Merton, Kingston upon Thames and Sutton","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid and East Antrim","No function","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Kent","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Kent","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Kent","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Kent","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Kent","No function","120","110","38380","38150"
"In post","2022","SEO/HEO","Mid Kent","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Kent","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Lancashire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Lancashire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Lancashire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Lancashire","Debt","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Lancashire","Digital, Data & Technology","40","30","[c]","[c]"
"In post","2022","SEO/HEO","Mid Lancashire","Finance","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Mid Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Lancashire","Legal","50","50","[c]","[c]"
"In post","2022","SEO/HEO","Mid Lancashire","No function","530","490","36830","34290"
"In post","2022","SEO/HEO","Mid Lancashire","Project Delivery","200","190","37170","38550"
"In post","2022","SEO/HEO","Mid Lancashire","Property","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Mid Lancashire","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Lancashire","Unknown","40","30","[c]","[c]"
"In post","2022","SEO/HEO","Mid Ulster","No function","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Milton Keynes","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Milton Keynes","Commercial","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Milton Keynes","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Milton Keynes","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Milton Keynes","Digital, Data & Technology","50","50","44190","43190"
"In post","2022","SEO/HEO","Milton Keynes","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Milton Keynes","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Milton Keynes","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Milton Keynes","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Milton Keynes","No function","150","150","38250","36480"
"In post","2022","SEO/HEO","Milton Keynes","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Milton Keynes","Property","90","90","41520","41840"
"In post","2022","SEO/HEO","Milton Keynes","Security","150","140","38070","34770"
"In post","2022","SEO/HEO","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Monmouthshire and Newport","Analysis","780","750","34390","32810"
"In post","2022","SEO/HEO","Monmouthshire and Newport","Commercial","70","70","34440","31700"
"In post","2022","SEO/HEO","Monmouthshire and Newport","Communications","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Monmouthshire and Newport","Digital, Data & Technology","350","350","37950","36840"
"In post","2022","SEO/HEO","Monmouthshire and Newport","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Monmouthshire and Newport","Human Resources","130","120","33700","31700"
"In post","2022","SEO/HEO","Monmouthshire and Newport","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Monmouthshire and Newport","Legal","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Monmouthshire and Newport","No function","740","710","35850","36840"
"In post","2022","SEO/HEO","Monmouthshire and Newport","Project Delivery","80","70","34810","36840"
"In post","2022","SEO/HEO","Monmouthshire and Newport","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Monmouthshire and Newport","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Monmouthshire and Newport","Unknown","70","60","39880","40100"
"In post","2022","SEO/HEO","Na h-Eileanan Siar","Debt","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Na h-Eileanan Siar","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Na h-Eileanan Siar","No function","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Na h-Eileanan Siar","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Newry, Mourne and Down","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Newry, Mourne and Down","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North and North East Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North and North East Lincolnshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North and North East Lincolnshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North and North East Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North and North East Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North and North East Lincolnshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North and North East Lincolnshire","No function","40","30","[c]","[c]"
"In post","2022","SEO/HEO","North and North East Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North and North East Lincolnshire","Unknown","30","30","[c]","[c]"
"In post","2022","SEO/HEO","North and West Norfolk","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North and West Norfolk","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North and West Norfolk","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North and West Norfolk","No function","70","60","37190","36480"
"In post","2022","SEO/HEO","North and West Norfolk","Project Delivery","80","70","34690","33720"
"In post","2022","SEO/HEO","North and West Norfolk","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North and West Norfolk","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North Hampshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North Hampshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North Hampshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North Hampshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North Hampshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North Hampshire","No function","70","60","40950","39580"
"In post","2022","SEO/HEO","North Hampshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North Hampshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North Hampshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North Hampshire","Unknown","140","140","36950","33630"
"In post","2022","SEO/HEO","North Lanarkshire","Counter Fraud","150","140","35220","33370"
"In post","2022","SEO/HEO","North Lanarkshire","Debt","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North Lanarkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
