"Status","Year","Sex","Parent_department","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Female","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Digital, Culture, Media and Sport","Declared non-disabled","80","80","41400","34350"
"Leaver Dept.","2022","Female","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Education","Declared non-disabled","190","180","43100","39280"
"Leaver Dept.","2022","Female","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Education","Unknown","70","70","39270","36500"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs","Declared non-disabled","220","210","27580","24920"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for International Trade","Declared non-disabled","60","60","[c]","[c]"
"Leaver Dept.","2022","Female","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for International Trade","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Levelling Up, Housing and Communities","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Levelling Up, Housing and Communities","Declared non-disabled","150","150","39790","36340"
"Leaver Dept.","2022","Female","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Transport","Declared non-disabled","200","190","35530","32180"
"Leaver Dept.","2022","Female","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Transport","Unknown","80","80","34710","30730"
"Leaver Dept.","2022","Female","Department for Work and Pensions","Declared disabled","250","240","29400","27570"
"Leaver Dept.","2022","Female","Department for Work and Pensions","Declared non-disabled","1360","1300","29230","27570"
"Leaver Dept.","2022","Female","Department for Work and Pensions","Undeclared","100","100","30750","27570"
"Leaver Dept.","2022","Female","Department for Work and Pensions","Unknown","150","140","30940","27570"
"Leaver Dept.","2022","Female","Department of Health and Social Care","Declared disabled","270","230","37270","33620"
"Leaver Dept.","2022","Female","Department of Health and Social Care","Declared non-disabled","3010","2700","39380","33340"
"Leaver Dept.","2022","Female","Department of Health and Social Care","Undeclared","50","50","36930","33050"
"Leaver Dept.","2022","Female","Department of Health and Social Care","Unknown","1860","1050","46390","40460"
"Leaver Dept.","2022","Female","Estyn","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Estyn","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Foreign, Commonwealth and Development Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Foreign, Commonwealth and Development Office","Declared non-disabled","140","50","[c]","[c]"
"Leaver Dept.","2022","Female","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Foreign, Commonwealth and Development Office","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Revenue and Customs","Declared disabled","60","60","[c]","[c]"
"Leaver Dept.","2022","Female","HM Revenue and Customs","Declared non-disabled","390","370","[c]","[c]"
"Leaver Dept.","2022","Female","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Revenue and Customs","Unknown","280","270","[c]","[c]"
"Leaver Dept.","2022","Female","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Treasury","Declared non-disabled","90","90","[c]","[c]"
"Leaver Dept.","2022","Female","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Home Office","Declared disabled","50","50","37620","30830"
"Leaver Dept.","2022","Female","Home Office","Declared non-disabled","540","510","35600","28850"
"Leaver Dept.","2022","Female","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Home Office","Unknown","130","130","33160","28650"
"Leaver Dept.","2022","Female","Ministry of Defence","Declared disabled","50","50","34290","33300"
"Leaver Dept.","2022","Female","Ministry of Defence","Declared non-disabled","380","370","34870","31850"
"Leaver Dept.","2022","Female","Ministry of Defence","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Ministry of Defence","Unknown","60","60","37080","36460"
"Leaver Dept.","2022","Female","Ministry of Justice","Declared disabled","130","120","33250","30450"
"Leaver Dept.","2022","Female","Ministry of Justice","Declared non-disabled","720","690","31800","26410"
"Leaver Dept.","2022","Female","Ministry of Justice","Undeclared","80","70","[c]","[c]"
"Leaver Dept.","2022","Female","Ministry of Justice","Unknown","170","170","28390","23710"
"Leaver Dept.","2022","Female","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","National Crime Agency","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Gas and Electricity Markets","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of the Secretary of State for Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of the Secretary of State for Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of the Secretary of State for Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Office of the Secretary of State for Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scottish Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scottish Government","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scottish Government","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","UK Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","UK Statistics Authority","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","UK Statistics Authority","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","UK Statistics Authority","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Welsh Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Attorney General's Departments","Declared non-disabled","50","50","42370","31560"
"Leaver Dept.","2022","Male","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Attorney General's Departments","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Cabinet Office","Declared disabled","60","60","36500","32810"
"Leaver Dept.","2022","Male","Cabinet Office","Declared non-disabled","370","370","47000","40600"
"Leaver Dept.","2022","Male","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Cabinet Office","Unknown","380","380","38730","32000"
"Leaver Dept.","2022","Male","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Competition and Markets Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Business, Energy and Industrial Strategy","Declared non-disabled","230","220","45590","40200"
"Leaver Dept.","2022","Male","Department for Business, Energy and Industrial Strategy","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Business, Energy and Industrial Strategy","Unknown","100","100","37960","36070"
"Leaver Dept.","2022","Male","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Digital, Culture, Media and Sport","Declared non-disabled","80","70","47870","51730"
"Leaver Dept.","2022","Male","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Education","Declared non-disabled","130","130","44270","40510"
"Leaver Dept.","2022","Male","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Education","Unknown","60","60","39640","36500"
"Leaver Dept.","2022","Male","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Environment, Food and Rural Affairs","Declared non-disabled","160","160","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Environment, Food and Rural Affairs","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","Male","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for International Trade","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for International Trade","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Levelling Up, Housing and Communities","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Levelling Up, Housing and Communities","Declared non-disabled","110","110","43940","39600"
"Leaver Dept.","2022","Male","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Levelling Up, Housing and Communities","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Transport","Declared non-disabled","210","210","38700","35060"
"Leaver Dept.","2022","Male","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Department for Transport","Unknown","90","90","35630","31780"
"Leaver Dept.","2022","Male","Department for Work and Pensions","Declared disabled","150","150","30430","27570"
