"Status","Year","Sexual_orientation","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","Analysis","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Finance","60","60","38110","33240"
"Leaver CS","2022","Unknown","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Human Resources","70","70","29750","27130"
"Leaver CS","2022","Unknown","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","No function","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","No function","80","70","36080","29370"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Legal","110","100","59470","55610"
"Leaver CS","2022","Unknown","Medicine","No function","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Unknown","60","50","39130","34170"
"Leaver CS","2022","Unknown","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Grants Management","90","80","23490","21300"
"Leaver CS","2022","Unknown","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Legal","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","No function","4810","4280","28330","24440"
"Leaver CS","2022","Unknown","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Property","60","50","22420","21750"
"Leaver CS","2022","Unknown","Operational Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Unknown","160","150","26300","24880"
"Leaver CS","2022","Unknown","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Debt","30","20","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","No function","190","170","36130","27570"
"Leaver CS","2022","Unknown","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Unknown","440","420","33200","30890"
"Leaver CS","2022","Unknown","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","No function","190","190","42400","36790"
"Leaver CS","2022","Unknown","Policy","Project Delivery","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Project Delivery","100","100","40690","38570"
"Leaver CS","2022","Unknown","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Property","90","80","32490","26240"
"Leaver CS","2022","Unknown","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","No function","160","150","39370","38070"
"Leaver CS","2022","Unknown","Science and Engineering","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Security","110","110","29040","25540"
"Leaver CS","2022","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Commercial","120","120","80090","71460"
"Leaver CS","2022","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","No function","380","350","37100","32000"
"Leaver CS","2022","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Security","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","5910","4880","30050","27570"
"Leaver CS","2022","Unknown","Veterinarian","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Commercial","Commercial","70","70","37770","37360"
"Leaver Dept.","2021","Heterosexual / straight","Commercial","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Commercial","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Communications","Communications","80","80","46600","45200"
"Leaver Dept.","2021","Heterosexual / straight","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Communications","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Counter Fraud","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Digital, Data and Technology","Digital, Data & Technology","70","70","43860","39470"
"Leaver Dept.","2021","Heterosexual / straight","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Economics","Analysis","60","60","43390","38600"
"Leaver Dept.","2021","Heterosexual / straight","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Finance","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Finance","Finance","100","100","46570","45200"
"Leaver Dept.","2021","Heterosexual / straight","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Human Resources","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Human Resources","Human Resources","190","180","38600","33600"
"Leaver Dept.","2021","Heterosexual / straight","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Intelligence Analysis","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Intelligence Analysis","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","International Trade","No function","70","70","46140","40930"
"Leaver Dept.","2021","Heterosexual / straight","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Knowledge and Information Management","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Legal","Legal","70","60","51700","51940"
"Leaver Dept.","2021","Heterosexual / straight","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Operational Delivery","Legal","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Operational Delivery","No function","820","800","28470","22680"
"Leaver Dept.","2021","Heterosexual / straight","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Operational Delivery","Unknown","370","350","29340","25180"
"Leaver Dept.","2021","Heterosexual / straight","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Operational Research","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other","Project Delivery","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other","Unknown","100","100","33610","29520"
