"Status","Year","Region_ITL3","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Dorset","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Operational Delivery","140","130","[c]","[c]"
"Leaver CS","2022","Dorset","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Operational Delivery","50","40","25670","26120"
"Leaver CS","2022","Dudley","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Operational Delivery","360","310","25120","21750"
"Leaver CS","2022","Durham","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","Ealing","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","Operational Delivery","40","40","[c]","[c]"
"Leaver CS","2022","Ealing","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Operational Delivery","40","30","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Operational Delivery","60","50","[c]","[c]"
"Leaver CS","2022","East Cumbria","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Operational Delivery","40","30","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Operational Delivery","70","60","25550","23510"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Security","70","70","36040","39070"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Operational Delivery","190","160","27290","25310"
"Leaver CS","2022","East Kent","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Operational Delivery","40","30","[c]","[c]"
"Leaver CS","2022","East Lancashire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Operational Delivery","60","40","[c]","[c]"
"Leaver CS","2022","East Merseyside","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Operational Delivery","150","140","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Other","30","30","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Operational Delivery","100","90","[c]","[c]"
"Leaver CS","2022","East Surrey","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Operational Delivery","200","180","24060","21260"
"Leaver CS","2022","East Sussex CC","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Enfield","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Enfield","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2022","Enfield","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Enfield","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Operational Delivery","60","60","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Thames Gateway","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Thames Gateway","Operational Delivery","80","70","26810","25110"
"Leaver CS","2022","Essex Thames Gateway","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","Operational Delivery","90","80","26390","21260"
"Leaver CS","2022","Falkirk","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Fermanagh and Omagh","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Operational Delivery","250","240","24520","21260"
"Leaver CS","2022","Flintshire and Wrexham","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Human Resources","30","30","[c]","[c]"
"Leaver CS","2022","Glasgow City","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Operational Delivery","300","260","26280","24250"
"Leaver CS","2022","Glasgow City","Other","80","70","31430","26000"
"Leaver CS","2022","Glasgow City","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Glasgow City","Unknown","230","200","37660","30040"
"Leaver CS","2022","Gloucestershire CC","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Operational Delivery","80","70","28050","27570"
"Leaver CS","2022","Gloucestershire CC","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire CC","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Operational Delivery","80","70","28120","27570"
"Leaver CS","2022","Greater Manchester North East","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North West","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North West","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester North West","Operational Delivery","140","130","24030","21260"
