"Status","Year","Organisation","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","White","300","300","34100","31910"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Ministry of Defence","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Ministry of Defence","White","50","50","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Asian","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","90","80","44450","39080"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","White","260","240","48870","52300"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","White","120","120","51170","50640"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","White","120","120","45160","40510"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","420","410","41560","36970"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","Unknown","100","100","41420","38540"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","White","110","110","45550","38540"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Department for Transport","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Department for Transport","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Department for Transport","Unknown","50","50","41450","42460"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Department for Transport","White","110","100","48030","42470"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Asian","110","110","28880","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Black","80","80","31230","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Undeclared","60","50","28150","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","170","160","30380","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","White","900","860","30230","27570"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","150","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Department for Transport","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Department for Transport","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Department for Transport","White","80","70","27460","21590"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Department for Transport","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Department for Transport","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Department for Transport","White","40","40","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Department for Education","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Department for Education","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Department for Education","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Department for Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Department for Education","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education Scotland","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education Scotland","Scottish Government","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education Scotland","Scottish Government","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education Scotland","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education Scotland","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education Scotland","Scottish Government","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","ESTYN","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","ESTYN","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","ESTYN","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","ESTYN","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","ESTYN","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","ESTYN","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","FCDO Services","Foreign, Commonwealth and Development Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","FCDO Services","Foreign, Commonwealth and Development Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","FCDO Services","Foreign, Commonwealth and Development Office","Chinese","[c]","[c]","[c]","[c]"
