"Status","Year","Sexual_orientation","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","LGBO","Scottish Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Courts and Tribunals Service","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Fiscal Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Government (excl. agencies)","Unknown","120","120","34640","31540"
"New entrant CS","2022","LGBO","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Prison Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Prison Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Prison Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Prison Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Prison Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Prison Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Prison Service","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Prison Service","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Serious Fraud Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Serious Fraud Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Serious Fraud Office","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Serious Fraud Office","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Serious Fraud Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Serious Fraud Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Serious Fraud Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Serious Fraud Office","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Serious Fraud Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Serious Fraud Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Serious Fraud Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Social Security Scotland","Unknown","110","110","26780","27230"
"New entrant CS","2022","LGBO","Standards and Testing Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Submarine Delivery Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Submarine Delivery Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Submarine Delivery Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Submarine Delivery Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Submarine Delivery Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Submarine Delivery Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Submarine Delivery Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Submarine Delivery Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Submarine Delivery Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Submarine Delivery Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Teaching Regulation Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","The Insolvency Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","The Insolvency Service","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","The Insolvency Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","The Insolvency Service","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","The Insolvency Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","The Insolvency Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","The Insolvency Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","The Insolvency Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","The Insolvency Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","The Insolvency Service","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","The National Archives","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","The National Archives","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","The National Archives","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","The National Archives","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","The National Archives","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Debt Management Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Debt Management Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Debt Management Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Debt Management Office","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Debt Management Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Debt Management Office","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Debt Management Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Debt Management Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Health Security Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Health Security Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Health Security Agency","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Health Security Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Health Security Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Health Security Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Health Security Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Health Security Agency","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Health Security Agency","Operational Delivery","90","90","30920","26880"
"New entrant CS","2022","LGBO","UK Health Security Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Health Security Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Health Security Agency","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Hydrographic Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Hydrographic Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Hydrographic Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Hydrographic Office","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Hydrographic Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Hydrographic Office","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Hydrographic Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Hydrographic Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Hydrographic Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Hydrographic Office","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Hydrographic Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Space Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Space Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Space Agency","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Space Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Space Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Space Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Statistics Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Statistics Authority","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Statistics Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Statistics Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Supreme Court","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Supreme Court","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Valuation Office Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Valuation Office Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Valuation Office Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Valuation Office Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Valuation Office Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Valuation Office Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Valuation Office Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Valuation Office Agency","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Vehicle Certification Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Vehicle Certification Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Vehicle Certification Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Vehicle Certification Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Water Services Regulation Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Welsh Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Welsh Government (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Welsh Government (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Welsh Government (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Welsh Government (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
