"Status","Year","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Mixed","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","140","130","36350","33570"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","White","460","450","43930","40050"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","White","140","140","46200","40520"
"Leaver Dept.","2022","Department for Education","Asian","60","60","37190","36500"
"Leaver Dept.","2022","Department for Education","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Unknown","70","70","43430","40230"
"Leaver Dept.","2022","Department for Education","White","310","300","44090","40230"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Unknown","100","90","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","White","340","340","29480","25190"
"Leaver Dept.","2022","Department for International Trade","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Unknown","80","70","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","White","100","100","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Asian","40","30","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Unknown","50","50","40360","33210"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","White","240","240","41770","36340"
"Leaver Dept.","2022","Department for Transport","Asian","50","50","41050","35430"
"Leaver Dept.","2022","Department for Transport","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Unknown","160","150","35780","31040"
"Leaver Dept.","2022","Department for Transport","White","380","370","36320","33350"
"Leaver Dept.","2022","Department for Work and Pensions","Asian","440","430","29130","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Black","210","200","29720","29290"
"Leaver Dept.","2022","Department for Work and Pensions","Mixed","90","90","30390","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Undeclared","110","110","32060","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Unknown","310","300","31690","27570"
"Leaver Dept.","2022","Department for Work and Pensions","White","1930","1880","29690","27570"
"Leaver Dept.","2022","Department of Health and Social Care","Asian","850","750","41100","32650"
"Leaver Dept.","2022","Department of Health and Social Care","Black","510","460","39010","32650"
"Leaver Dept.","2022","Department of Health and Social Care","Mixed","190","160","38760","32490"
"Leaver Dept.","2022","Department of Health and Social Care","Other ethnicity","80","70","46020","37270"
"Leaver Dept.","2022","Department of Health and Social Care","Undeclared","480","430","46420","40790"
"Leaver Dept.","2022","Department of Health and Social Care","Unknown","1190","160","48780","41650"
"Leaver Dept.","2022","Department of Health and Social Care","White","4570","4020","43340","38200"
"Leaver Dept.","2022","Estyn","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","White","50","50","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Unknown","120","30","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","White","230","70","44000","39630"
"Leaver Dept.","2022","HM Revenue and Customs","Asian","120","110","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Black","50","50","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Unknown","470","450","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","White","710","690","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","White","150","150","[c]","[c]"
"Leaver Dept.","2022","Home Office","Asian","180","170","33400","28850"
"Leaver Dept.","2022","Home Office","Black","70","70","36240","33290"
"Leaver Dept.","2022","Home Office","Mixed","40","40","[c]","[c]"
"Leaver Dept.","2022","Home Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Undeclared","60","50","36090","33900"
"Leaver Dept.","2022","Home Office","Unknown","200","200","34330","30100"
"Leaver Dept.","2022","Home Office","White","840","820","36180","28670"
"Leaver Dept.","2022","Ministry of Defence","Asian","70","70","35940","37000"
"Leaver Dept.","2022","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Mixed","30","30","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Undeclared","70","70","38570","38560"
"Leaver Dept.","2022","Ministry of Defence","Unknown","110","100","37820","36730"
"Leaver Dept.","2022","Ministry of Defence","White","800","780","36340","33300"
"Leaver Dept.","2022","Ministry of Justice","Asian","220","210","28510","23720"
"Leaver Dept.","2022","Ministry of Justice","Black","120","110","31320","30210"
"Leaver Dept.","2022","Ministry of Justice","Mixed","50","50","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","Undeclared","60","50","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","Unknown","300","300","29530","23700"
"Leaver Dept.","2022","Ministry of Justice","White","1000","970","32860","29240"
"Leaver Dept.","2022","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","White","80","80","44240","40170"
"Leaver Dept.","2022","Northern Ireland Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","White","40","40","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","White","70","70","37440","31720"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","White","80","80","39360","33070"
"Leaver Dept.","2022","The National Archives","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Undeclared","70","70","33530","30210"
"Leaver Dept.","2022","UK Statistics Authority","White","130","130","37470","32540"
"Leaver Dept.","2022","Water Services Regulation Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Asian","[c]","[c]","[c]","[c]"
