"Status","Year","Region_ITL2","Age","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","East Wales","16-19","Wales","30","30","[c]","[c]"
"New entrant CS","2022","East Wales","20-29","Wales","1050","1040","24950","23170"
"New entrant CS","2022","East Wales","30-39","Wales","700","680","29430","26590"
"New entrant CS","2022","East Wales","40-49","Wales","430","410","32530","27570"
"New entrant CS","2022","East Wales","50-59","Wales","270","260","32150","26130"
"New entrant CS","2022","East Wales","60-64","Wales","50","50","30890","26830"
"New entrant CS","2022","East Wales","65+","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","20-29","Yorkshire and The Humber","220","220","22750","23140"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","30-39","Yorkshire and The Humber","130","130","26330","23170"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","40-49","Yorkshire and The Humber","120","110","27850","25710"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","50-59","Yorkshire and The Humber","90","90","26420","24920"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","16-19","Scotland","40","40","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","20-29","Scotland","1200","1180","26040","24400"
"New entrant CS","2022","Eastern Scotland","30-39","Scotland","970","950","30440","27230"
"New entrant CS","2022","Eastern Scotland","40-49","Scotland","580","560","32990","27570"
"New entrant CS","2022","Eastern Scotland","50-59","Scotland","420","400","32970","27570"
"New entrant CS","2022","Eastern Scotland","60-64","Scotland","70","70","29580","24400"
"New entrant CS","2022","Eastern Scotland","65+","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","16-19","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","20-29","East of England","250","250","25130","24250"
"New entrant CS","2022","Essex","30-39","East of England","170","160","29300","25010"
"New entrant CS","2022","Essex","40-49","East of England","160","150","30420","26140"
"New entrant CS","2022","Essex","50-59","East of England","130","110","29690","28200"
"New entrant CS","2022","Essex","60-64","East of England","40","30","[c]","[c]"
"New entrant CS","2022","Essex","65+","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","South West (England)","100","100","18930","17650"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","South West (England)","1510","1500","25750","24750"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","South West (England)","920","880","32750","30910"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","South West (England)","600","570","37000","33000"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","South West (England)","470","450","36060","33000"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","South West (England)","90","80","36100","32350"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","65+","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","16-19","North West (England)","50","50","22340","21260"
"New entrant CS","2022","Greater Manchester","20-29","North West (England)","1460","1440","25960","25000"
"New entrant CS","2022","Greater Manchester","30-39","North West (England)","920","890","30470","26590"
"New entrant CS","2022","Greater Manchester","40-49","North West (England)","530","510","32840","27570"
"New entrant CS","2022","Greater Manchester","50-59","North West (England)","370","350","31160","27570"
"New entrant CS","2022","Greater Manchester","60-64","North West (England)","90","80","30040","27570"
"New entrant CS","2022","Greater Manchester","65+","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","16-19","South East (England)","30","30","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","20-29","South East (England)","650","640","25450","24880"
"New entrant CS","2022","Hampshire and Isle of Wight","30-39","South East (England)","350","330","30480","27570"
"New entrant CS","2022","Hampshire and Isle of Wight","40-49","South East (England)","310","290","32020","27570"
"New entrant CS","2022","Hampshire and Isle of Wight","50-59","South East (England)","340","300","30210","24880"
"New entrant CS","2022","Hampshire and Isle of Wight","60-64","South East (England)","80","60","29180","24800"
"New entrant CS","2022","Hampshire and Isle of Wight","65+","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","20-29","West Midlands (England)","170","170","23670","23140"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","30-39","West Midlands (England)","150","150","26540","24920"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","40-49","West Midlands (England)","150","140","29700","27570"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","50-59","West Midlands (England)","120","110","28070","26650"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Highlands and Islands","16-19","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Highlands and Islands","20-29","Scotland","50","50","[c]","[c]"
"New entrant CS","2022","Highlands and Islands","30-39","Scotland","50","40","[c]","[c]"
"New entrant CS","2022","Highlands and Islands","40-49","Scotland","40","40","[c]","[c]"
"New entrant CS","2022","Highlands and Islands","50-59","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Highlands and Islands","60-64","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Highlands and Islands","65+","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inner London - East","16-19","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inner London - East","20-29","London","1200","1180","31870","30750"
"New entrant CS","2022","Inner London - East","30-39","London","740","720","38640","32790"
"New entrant CS","2022","Inner London - East","40-49","London","480","460","44060","38220"
"New entrant CS","2022","Inner London - East","50-59","London","320","310","43370","36450"
"New entrant CS","2022","Inner London - East","60-64","London","100","90","43530","37560"
"New entrant CS","2022","Inner London - East","65+","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inner London - West","16-19","London","70","70","25110","25170"
"New entrant CS","2022","Inner London - West","20-29","London","4480","4390","32470","31700"
"New entrant CS","2022","Inner London - West","30-39","London","1700","1620","43010","40600"
"New entrant CS","2022","Inner London - West","40-49","London","880","820","47180","42470"
"New entrant CS","2022","Inner London - West","50-59","London","530","490","49470","41950"
"New entrant CS","2022","Inner London - West","60-64","London","80","80","47620","40050"
"New entrant CS","2022","Inner London - West","65+","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inner London - West","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kent","16-19","South East (England)","30","30","[c]","[c]"
"New entrant CS","2022","Kent","20-29","South East (England)","390","380","24850","24470"
"New entrant CS","2022","Kent","30-39","South East (England)","240","230","26500","25190"
"New entrant CS","2022","Kent","40-49","South East (England)","170","160","28870","26140"
"New entrant CS","2022","Kent","50-59","South East (England)","190","170","28160","26350"
"New entrant CS","2022","Kent","60-64","South East (England)","60","50","28770","28200"
"New entrant CS","2022","Kent","65+","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lancashire","16-19","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lancashire","20-29","North West (England)","600","590","23550","22600"
"New entrant CS","2022","Lancashire","30-39","North West (England)","410","400","26070","23940"
"New entrant CS","2022","Lancashire","40-49","North West (England)","260","250","28330","24800"
"New entrant CS","2022","Lancashire","50-59","North West (England)","230","230","29400","26130"
"New entrant CS","2022","Lancashire","60-64","North West (England)","60","60","24730","21260"
"New entrant CS","2022","Lancashire","65+","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","20-29","East Midlands (England)","420","420","22830","21260"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","30-39","East Midlands (England)","210","200","25170","23140"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","40-49","East Midlands (England)","170","160","27630","24260"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","50-59","East Midlands (England)","180","170","27310","24450"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","60-64","East Midlands (England)","30","30","[c]","[c]"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","65+","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire","20-29","East Midlands (England)","150","150","23970","23170"
"New entrant CS","2022","Lincolnshire","30-39","East Midlands (England)","100","100","26380","24800"
"New entrant CS","2022","Lincolnshire","40-49","East Midlands (England)","80","80","31200","27570"
"New entrant CS","2022","Lincolnshire","50-59","East Midlands (England)","90","80","28470","27570"
"New entrant CS","2022","Lincolnshire","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire","65+","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Merseyside","16-19","North West (England)","40","40","[c]","[c]"
"New entrant CS","2022","Merseyside","20-29","North West (England)","1110","1100","24000","21680"
"New entrant CS","2022","Merseyside","30-39","North West (England)","750","730","26190","24880"
"New entrant CS","2022","Merseyside","40-49","North West (England)","450","430","28740","26310"
"New entrant CS","2022","Merseyside","50-59","North West (England)","380","360","27360","24880"
"New entrant CS","2022","Merseyside","60-64","North West (England)","90","80","27440","24800"
"New entrant CS","2022","Merseyside","65+","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Merseyside","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Eastern Scotland","16-19","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Eastern Scotland","20-29","Scotland","90","90","27140","27230"
"New entrant CS","2022","North Eastern Scotland","30-39","Scotland","80","80","30340","27230"
"New entrant CS","2022","North Eastern Scotland","40-49","Scotland","50","50","[c]","[c]"
"New entrant CS","2022","North Eastern Scotland","50-59","Scotland","40","40","[c]","[c]"
"New entrant CS","2022","North Eastern Scotland","60-64","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire","20-29","Yorkshire and The Humber","220","220","26500","25250"
"New entrant CS","2022","North Yorkshire","30-39","Yorkshire and The Humber","150","150","33290","29350"
"New entrant CS","2022","North Yorkshire","40-49","Yorkshire and The Humber","120","120","36120","33000"
"New entrant CS","2022","North Yorkshire","50-59","Yorkshire and The Humber","120","120","32050","29920"
"New entrant CS","2022","North Yorkshire","60-64","Yorkshire and The Humber","30","30","[c]","[c]"
"New entrant CS","2022","North Yorkshire","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","16-19","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","20-29","Northern Ireland","250","240","25480","24880"
"New entrant CS","2022","Northern Ireland","30-39","Northern Ireland","190","190","29510","26590"
"New entrant CS","2022","Northern Ireland","40-49","Northern Ireland","110","110","30960","26590"
