"Status","Year","Function_of_post","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Operational Delivery","370","350","28850","25040"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Other","100","90","33350","29220"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Policy","240","240","48020","42410"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Project Delivery","70","70","39920","32870"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Science and Engineering","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Unknown","2370","2120","32430","27570"
"Leaver Dept.","2021","Unknown","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","210","190","34000","29890"
"Leaver Dept.","2021","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Other","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Policy","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","1130","870","35700","31060"
"Leaver Dept.","2022","Analysis","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared non-disabled","Economics","80","80","44330","38020"
"Leaver Dept.","2022","Analysis","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared non-disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared non-disabled","Policy","30","30","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared non-disabled","Statistics","60","60","43500","42980"
"Leaver Dept.","2022","Analysis","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Economics","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Unknown","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","Commercial","160","150","42400","39400"
"Leaver Dept.","2022","Commercial","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Commercial","210","60","46880","42080"
"Leaver Dept.","2022","Commercial","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","Communications","190","180","41330","36290"
"Leaver Dept.","2022","Communications","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Communications","170","60","41980","37840"
"Leaver Dept.","2022","Communications","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared non-disabled","Counter Fraud","80","70","31360","27570"
"Leaver Dept.","2022","Counter Fraud","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared non-disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Declared non-disabled","Other","40","40","[c]","[c]"
"Leaver Dept.","2022","Debt","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Declared disabled","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
