"Status","Year","Ethnicity","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Veterinarian","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","20-29","50","50","[c]","[c]"
"Leaver CS","2022","White","Commercial","30-39","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","40-49","30","30","[c]","[c]"
"Leaver CS","2022","White","Commercial","50-59","50","50","[c]","[c]"
"Leaver CS","2022","White","Commercial","60-64","50","50","[c]","[c]"
"Leaver CS","2022","White","Commercial","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","20-29","60","60","33050","31980"
"Leaver CS","2022","White","Communications","30-39","60","50","[c]","[c]"
"Leaver CS","2022","White","Communications","40-49","40","30","[c]","[c]"
"Leaver CS","2022","White","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Communications","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Corporate Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Corporate Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Corporate Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Corporate Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","50-59","40","40","[c]","[c]"
"Leaver CS","2022","White","Counter Fraud","60-64","70","50","27700","27570"
"Leaver CS","2022","White","Counter Fraud","65+","50","30","26790","27570"
"Leaver CS","2022","White","Digital, Data and Technology","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data and Technology","20-29","150","150","32100","30210"
"Leaver CS","2022","White","Digital, Data and Technology","30-39","170","170","41490","38020"
"Leaver CS","2022","White","Digital, Data and Technology","40-49","140","130","46890","42000"
"Leaver CS","2022","White","Digital, Data and Technology","50-59","150","140","48880","44430"
"Leaver CS","2022","White","Digital, Data and Technology","60-64","110","90","43630","40580"
"Leaver CS","2022","White","Digital, Data and Technology","65+","80","60","37220","33300"
"Leaver CS","2022","White","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Economics","20-29","70","60","[c]","[c]"
"Leaver CS","2022","White","Economics","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Economics","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Economics","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Economics","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","20-29","50","40","[c]","[c]"
"Leaver CS","2022","White","Finance","30-39","50","40","[c]","[c]"
"Leaver CS","2022","White","Finance","40-49","60","50","43930","36820"
"Leaver CS","2022","White","Finance","50-59","100","90","45920","40580"
"Leaver CS","2022","White","Finance","60-64","120","100","42030","36460"
"Leaver CS","2022","White","Finance","65+","70","60","33250","29280"
"Leaver CS","2022","White","Geography","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Geography","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Geography","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Geography","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Geography","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Geography","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","20-29","60","60","27520","25400"
"Leaver CS","2022","White","Human Resources","30-39","70","60","37210","34170"
"Leaver CS","2022","White","Human Resources","40-49","70","70","41720","38100"
"Leaver CS","2022","White","Human Resources","50-59","80","80","41930","38330"
"Leaver CS","2022","White","Human Resources","60-64","80","70","43210","36460"
"Leaver CS","2022","White","Human Resources","65+","30","20","[c]","[c]"
"Leaver CS","2022","White","Inspector of Education and Training","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Inspector of Education and Training","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Inspector of Education and Training","50-59","40","40","[c]","[c]"
"Leaver CS","2022","White","Inspector of Education and Training","60-64","30","30","[c]","[c]"
"Leaver CS","2022","White","Inspector of Education and Training","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Intelligence Analysis","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Intelligence Analysis","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Intelligence Analysis","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","International Trade","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","International Trade","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","International Trade","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Knowledge and Information Management","20-29","40","40","[c]","[c]"
"Leaver CS","2022","White","Knowledge and Information Management","30-39","60","50","35540","34330"
"Leaver CS","2022","White","Knowledge and Information Management","40-49","70","70","41240","39390"
"Leaver CS","2022","White","Knowledge and Information Management","50-59","80","70","35260","29960"
"Leaver CS","2022","White","Knowledge and Information Management","60-64","40","30","[c]","[c]"
"Leaver CS","2022","White","Knowledge and Information Management","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","20-29","40","40","[c]","[c]"
"Leaver CS","2022","White","Legal","30-39","80","80","52450","52350"
"Leaver CS","2022","White","Legal","40-49","70","60","61910","55000"
"Leaver CS","2022","White","Legal","50-59","70","60","60300","55610"
"Leaver CS","2022","White","Legal","60-64","60","50","61170","62160"
"Leaver CS","2022","White","Legal","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Medicine","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Medicine","30-39","50","40","[c]","[c]"
"Leaver CS","2022","White","Medicine","40-49","70","60","54060","40060"
"Leaver CS","2022","White","Medicine","50-59","60","60","73100","75970"
"Leaver CS","2022","White","Medicine","60-64","50","50","73070","78950"
"Leaver CS","2022","White","Medicine","65+","40","30","[c]","[c]"
"Leaver CS","2022","White","Operational Delivery","16-19","60","50","[c]","[c]"
"Leaver CS","2022","White","Operational Delivery","20-29","2920","2840","24330","21840"
"Leaver CS","2022","White","Operational Delivery","30-39","2350","2210","28660","27570"
"Leaver CS","2022","White","Operational Delivery","40-49","1840","1690","30410","27570"
"Leaver CS","2022","White","Operational Delivery","50-59","2980","2650","30450","27570"
"Leaver CS","2022","White","Operational Delivery","60-64","2120","1660","30270","27570"
"Leaver CS","2022","White","Operational Delivery","65+","2000","1390","26130","24660"
"Leaver CS","2022","White","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Other","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Other","20-29","270","260","24260","21260"
"Leaver CS","2022","White","Other","30-39","200","190","29080","26350"
"Leaver CS","2022","White","Other","40-49","210","190","32490","25000"
"Leaver CS","2022","White","Other","50-59","410","380","30210","23710"
"Leaver CS","2022","White","Other","60-64","440","400","29060","22840"
"Leaver CS","2022","White","Other","65+","400","340","27050","22080"
"Leaver CS","2022","White","Planning","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Policy","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Policy","20-29","240","230","35210","33570"
"Leaver CS","2022","White","Policy","30-39","210","190","45580","41990"
"Leaver CS","2022","White","Policy","40-49","110","100","55330","54060"
"Leaver CS","2022","White","Policy","50-59","140","130","57530","56730"
"Leaver CS","2022","White","Policy","60-64","120","110","56540","54260"
"Leaver CS","2022","White","Policy","65+","70","50","45830","37900"
"Leaver CS","2022","White","Project Delivery","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","20-29","90","90","29750","28050"
"Leaver CS","2022","White","Project Delivery","30-39","110","100","40430","38260"
"Leaver CS","2022","White","Project Delivery","40-49","70","70","48910","41040"
"Leaver CS","2022","White","Project Delivery","50-59","110","110","44360","40580"
"Leaver CS","2022","White","Project Delivery","60-64","100","90","46050","40580"
"Leaver CS","2022","White","Project Delivery","65+","50","40","40580","38070"
"Leaver CS","2022","White","Property","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","20-29","30","30","[c]","[c]"
"Leaver CS","2022","White","Property","30-39","40","40","[c]","[c]"
"Leaver CS","2022","White","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","50-59","60","60","37850","38910"
"Leaver CS","2022","White","Property","60-64","80","70","40460","35480"
"Leaver CS","2022","White","Property","65+","70","60","34450","33300"
"Leaver CS","2022","White","Psychology","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Science and Engineering","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Science and Engineering","20-29","270","270","26800","26670"
"Leaver CS","2022","White","Science and Engineering","30-39","200","180","38080","36710"
"Leaver CS","2022","White","Science and Engineering","40-49","140","120","44510","40060"
"Leaver CS","2022","White","Science and Engineering","50-59","190","180","46220","43130"
"Leaver CS","2022","White","Science and Engineering","60-64","140","120","45640","43430"
"Leaver CS","2022","White","Science and Engineering","65+","120","100","40090","37210"
"Leaver CS","2022","White","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","20-29","50","50","[c]","[c]"
"Leaver CS","2022","White","Security","30-39","70","70","30180","27710"
"Leaver CS","2022","White","Security","40-49","50","50","31180","26670"
"Leaver CS","2022","White","Security","50-59","160","160","35230","39070"
"Leaver CS","2022","White","Security","60-64","110","110","37740","39070"
"Leaver CS","2022","White","Security","65+","80","70","27660","25000"
"Leaver CS","2022","White","Social Research","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","20-29","810","730","28780","25930"
"Leaver CS","2022","White","Unknown","30-39","640","570","37570","31540"
"Leaver CS","2022","White","Unknown","40-49","540","460","41030","31990"
"Leaver CS","2022","White","Unknown","50-59","1060","910","38880","29660"
"Leaver CS","2022","White","Unknown","60-64","1010","780","46450","38730"
"Leaver CS","2022","White","Unknown","65+","630","440","38590","33390"
"Leaver CS","2022","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Corporate Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Corporate Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Corporate Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Economics","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Economics","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Economics","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Economics","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Inspector of Education and Training","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Inspector of Education and Training","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
