"Status","Year","Sex","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Male","Centre for Environment, Fisheries and Aquaculture Science","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Centre for Environment, Fisheries and Aquaculture Science","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Centre for Environment, Fisheries and Aquaculture Science","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Charity Commission","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Companies House","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Companies House","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Companies House","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Companies House","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Companies House","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Companies House","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Competition and Markets Authority","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Criminal Injuries Compensation Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Criminal Injuries Compensation Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Criminal Injuries Compensation Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Criminal Injuries Compensation Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Criminal Injuries Compensation Authority","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Crown Commercial Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Crown Commercial Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Crown Commercial Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Crown Commercial Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Crown Commercial Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Crown Commercial Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Crown Office and Procurator Fiscal Service","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Crown Office and Procurator Fiscal Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Crown Office and Procurator Fiscal Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Crown Office and Procurator Fiscal Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Crown Office and Procurator Fiscal Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Crown Office and Procurator Fiscal Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Crown Office and Procurator Fiscal Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Crown Prosecution Service","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Crown Prosecution Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Crown Prosecution Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Crown Prosecution Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Crown Prosecution Service","50-59","40","30","[c]","[c]"
"Leaver CS","2022","Male","Crown Prosecution Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Crown Prosecution Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Defence Electronics and Components Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Defence Electronics and Components Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Defence Electronics and Components Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Defence Electronics and Components Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Defence Electronics and Components Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Defence Electronics and Components Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Defence Equipment and Support","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Defence Equipment and Support","20-29","170","170","24840","25310"
"Leaver CS","2022","Male","Defence Equipment and Support","30-39","100","100","33850","33000"
"Leaver CS","2022","Male","Defence Equipment and Support","40-49","60","60","38640","38250"
"Leaver CS","2022","Male","Defence Equipment and Support","50-59","100","90","39100","38250"
"Leaver CS","2022","Male","Defence Equipment and Support","60-64","110","100","42960","40650"
"Leaver CS","2022","Male","Defence Equipment and Support","65+","80","70","35730","33740"
"Leaver CS","2022","Male","Defence Science and Technology Laboratory","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Defence Science and Technology Laboratory","20-29","80","80","25680","27010"
"Leaver CS","2022","Male","Defence Science and Technology Laboratory","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Male","Defence Science and Technology Laboratory","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Defence Science and Technology Laboratory","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Defence Science and Technology Laboratory","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Defence Science and Technology Laboratory","65+","30","30","[c]","[c]"
"Leaver CS","2022","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","20-29","50","50","37140","33570"
"Leaver CS","2022","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","30-39","60","60","49780","53380"
"Leaver CS","2022","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Digital, Culture, Media and Sport","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Digital, Culture, Media and Sport","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Education (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Education (excl. agencies)","20-29","50","50","[c]","[c]"
"Leaver CS","2022","Male","Department for Education (excl. agencies)","30-39","50","40","[c]","[c]"
"Leaver CS","2022","Male","Department for Education (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Education (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Education (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Education (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","100","90","[c]","[c]"
"Leaver CS","2022","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for International Trade","20-29","60","60","[c]","[c]"
"Leaver CS","2022","Male","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Transport (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Transport (excl. agencies)","20-29","30","30","[c]","[c]"
"Leaver CS","2022","Male","Department for Transport (excl. agencies)","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Male","Department for Transport (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Transport (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Transport (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Transport (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Work and Pensions (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department for Work and Pensions (excl. agencies)","20-29","850","840","24980","21260"
"Leaver CS","2022","Male","Department for Work and Pensions (excl. agencies)","30-39","640","630","28380","27570"
"Leaver CS","2022","Male","Department for Work and Pensions (excl. agencies)","40-49","440","430","28520","27570"
"Leaver CS","2022","Male","Department for Work and Pensions (excl. agencies)","50-59","580","560","29010","27570"
"Leaver CS","2022","Male","Department for Work and Pensions (excl. agencies)","60-64","400","350","30150","27570"
"Leaver CS","2022","Male","Department for Work and Pensions (excl. agencies)","65+","390","290","26060","26120"
"Leaver CS","2022","Male","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department of Health and Social Care (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department of Health and Social Care (excl. agencies)","20-29","100","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department of Health and Social Care (excl. agencies)","30-39","60","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department of Health and Social Care (excl. agencies)","40-49","40","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department of Health and Social Care (excl. agencies)","50-59","50","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department of Health and Social Care (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Department of Health and Social Care (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Disclosure Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Disclosure Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Disclosure Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Disclosure Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Driver and Vehicle Licensing Agency","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Driver and Vehicle Licensing Agency","20-29","50","50","[c]","[c]"
"Leaver CS","2022","Male","Driver and Vehicle Licensing Agency","30-39","40","40","[c]","[c]"
"Leaver CS","2022","Male","Driver and Vehicle Licensing Agency","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Male","Driver and Vehicle Licensing Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Driver and Vehicle Licensing Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Driver and Vehicle Licensing Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Driver and Vehicle Standards Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Driver and Vehicle Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Driver and Vehicle Standards Agency","40-49","60","60","29440","26780"
"Leaver CS","2022","Male","Driver and Vehicle Standards Agency","50-59","90","90","28840","26580"
"Leaver CS","2022","Male","Driver and Vehicle Standards Agency","60-64","60","50","28830","26780"
"Leaver CS","2022","Male","Driver and Vehicle Standards Agency","65+","80","60","28580","27680"
"Leaver CS","2022","Male","Education and Skills Funding Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Education and Skills Funding Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Education and Skills Funding Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Education and Skills Funding Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Education and Skills Funding Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Education and Skills Funding Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Education Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Education Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Education Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Education Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Education Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Estyn","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Estyn","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Estyn","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Estyn","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","FCDO Services","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","FCDO Services","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","FCDO Services","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","FCDO Services","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","FCDO Services","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","FCDO Services","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Food Standards Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Food Standards Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Food Standards Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Food Standards Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Food Standards Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Food Standards Scotland","60-64","[c]","[c]","[c]","[c]"
