"Status","Year","Organisation","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Crown Commercial Service","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","No function","Female","50","40","25860","23230"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Legal","Female","250","210","37350","28430"
"Leaver CS","2022","Crown Prosecution Service","Legal","Male","140","130","44980","49960"
"Leaver CS","2022","Crown Prosecution Service","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","No function","Female","110","100","33480","29710"
"Leaver CS","2022","Defence Equipment and Support","No function","Male","200","190","35320","32290"
"Leaver CS","2022","Defence Equipment and Support","Project Delivery","Female","140","120","29470","25880"
"Leaver CS","2022","Defence Equipment and Support","Project Delivery","Male","380","370","33940","31600"
"Leaver CS","2022","Defence Equipment and Support","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","No function","Female","40","30","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","No function","Male","160","160","36480","33490"
"Leaver CS","2022","Defence Science and Technology Laboratory","Project Delivery","Female","30","30","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","No function","Female","110","100","45750","40140"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","No function","Male","140","140","49080","53380"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","No function","Female","70","70","39030","34020"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","No function","Male","40","40","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Digital, Data & Technology","Male","50","50","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","No function","Female","100","100","40690","32940"
"Leaver CS","2022","Department for Education (excl. agencies)","No function","Male","50","50","44170","37030"
"Leaver CS","2022","Department for Education (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","Male","40","40","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
