"Status","Year","Region_ITL3","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Bristol, City of","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","SEO/HEO","No function","80","70","37720","36590"
"Leaver CS","2022","Bristol, City of","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","SEO/HEO","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Bristol, City of","Unknown","No function","40","30","[c]","[c]"
"Leaver CS","2022","Bromley","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bromley","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bromley","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bromley","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bromley","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bromley","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bromley","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bromley","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bromley","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","AA/AO","No function","80","70","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","EO","No function","40","40","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Caithness and Sutherland, and Ross and Cromarty","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Caithness and Sutherland, and Ross and Cromarty","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Caithness and Sutherland, and Ross and Cromarty","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Caithness and Sutherland, and Ross and Cromarty","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Caithness and Sutherland, and Ross and Cromarty","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Caithness and Sutherland, and Ross and Cromarty","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Caithness and Sutherland, and Ross and Cromarty","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Caithness and Sutherland, and Ross and Cromarty","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Caithness and Sutherland, and Ross and Cromarty","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Caithness and Sutherland, and Ross and Cromarty","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Calderdale and Kirklees","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Calderdale and Kirklees","AA/AO","Property","50","40","21570","22040"
"Leaver CS","2022","Calderdale and Kirklees","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Calderdale and Kirklees","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Calderdale and Kirklees","EO","No function","50","50","27370","27570"
"Leaver CS","2022","Calderdale and Kirklees","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Calderdale and Kirklees","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Calderdale and Kirklees","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Calderdale and Kirklees","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Calderdale and Kirklees","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Calderdale and Kirklees","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Calderdale and Kirklees","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Calderdale and Kirklees","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Calderdale and Kirklees","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","AA/AO","No function","120","110","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","EO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","EO","No function","70","60","26600","27570"
"Leaver CS","2022","Cambridgeshire CC","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","G6/G7","No function","50","40","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","SEO/HEO","No function","60","60","36050","36330"
"Leaver CS","2022","Cambridgeshire CC","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","AA/AO","No function","70","60","23040","23610"
"Leaver CS","2022","Camden and City of London","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","AA/AO","No function","130","110","20630","20970"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","AA/AO","Unknown","230","200","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","EO","No function","50","50","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","EO","Unknown","110","90","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","SEO/HEO","Unknown","90","80","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Causeway Coast and Glens","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Causeway Coast and Glens","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","AA/AO","No function","80","80","[c]","[c]"
"Leaver CS","2022","Central Hampshire","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
