"Status","Year","Organisation","Sexual_orientation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","Female","140","140","43100","38820"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","Male","120","110","38420","33210"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Heterosexual / straight","Female","170","170","41260","36800"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Heterosexual / straight","Male","110","110","44460","40480"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Unknown","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Records of Scotland","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Records of Scotland","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Records of Scotland","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Records of Scotland","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of the Public Guardian","Heterosexual / straight","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Office of the Public Guardian","Heterosexual / straight","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Office of the Public Guardian","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of the Public Guardian","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of the Public Guardian","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of the Public Guardian","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of the Public Guardian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectorate","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectorate","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectorate","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectorate","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectorate","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Queen Elizabeth II Centre","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Queen Elizabeth II Centre","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Queen Elizabeth II Centre","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Queen Elizabeth II Centre","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Queen Elizabeth II Centre","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Queen Elizabeth II Centre","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Revenue Scotland","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Revenue Scotland","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Revenue Scotland","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Revenue Scotland","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Revenue Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Royal Fleet Auxiliary","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Royal Fleet Auxiliary","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Royal Fleet Auxiliary","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Royal Fleet Auxiliary","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Royal Fleet Auxiliary","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","Unknown","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Forestry","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Forestry","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Forestry","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Forestry","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Forestry","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Forestry","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","Undeclared","Female","[c]","[c]","[c]","[c]"
