"Status","Year","Ethnicity","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Mixed","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","London","Declared non-disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","London","Declared non-disabled","80","70","42120","36820"
"Leaver Dept.","2021","Undeclared","London","Undeclared","60","50","[c]","[c]"
"Leaver Dept.","2021","Undeclared","London","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Wales","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Midlands (England)","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","Declared non-disabled","110","100","46680","45200"
"Leaver Dept.","2021","Unknown","London","Undeclared","70","70","42990","42460"
"Leaver Dept.","2021","Unknown","London","Unknown","1280","1080","42860","38540"
"Leaver Dept.","2021","Unknown","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North East (England)","Unknown","120","120","30760","29170"
"Leaver Dept.","2021","Unknown","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North West (England)","Unknown","230","220","27490","24300"
"Leaver Dept.","2021","Unknown","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland","Unknown","140","140","32080","29190"
"Leaver Dept.","2021","Unknown","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South East (England)","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","Unknown","120","120","34660","31580"
"Leaver Dept.","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","390","390","33920","32000"
"Leaver Dept.","2021","Unknown","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Wales","Unknown","90","80","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Midlands (England)","Unknown","100","100","29550","22570"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Unknown","170","140","34080","31680"
"Leaver Dept.","2021","White","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","East Midlands (England)","Declared non-disabled","110","110","26560","21950"
"Leaver Dept.","2021","White","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","East of England","Declared non-disabled","100","90","32510","29420"
"Leaver Dept.","2021","White","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","London","Declared disabled","270","260","44170","38970"
"Leaver Dept.","2021","White","London","Declared non-disabled","2020","1890","47230","42220"
"Leaver Dept.","2021","White","London","Undeclared","100","90","46600","42160"
"Leaver Dept.","2021","White","London","Unknown","160","140","48850","45720"
"Leaver Dept.","2021","White","North East (England)","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","White","North East (England)","Declared non-disabled","350","330","26910","24700"
"Leaver Dept.","2021","White","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Declared disabled","90","80","31560","27570"
"Leaver Dept.","2021","White","North West (England)","Declared non-disabled","510","480","29850","26950"
"Leaver Dept.","2021","White","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northern Ireland","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","White","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","Declared non-disabled","40","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","Declared disabled","50","40","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","Declared non-disabled","330","320","30060","27570"
"Leaver Dept.","2021","White","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Declared non-disabled","210","200","33510","29290"
"Leaver Dept.","2021","White","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South West (England)","Declared disabled","70","70","32520","30660"
"Leaver Dept.","2021","White","South West (England)","Declared non-disabled","460","440","34790","31950"
"Leaver Dept.","2021","White","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Declared non-disabled","180","180","38970","32000"
"Leaver Dept.","2021","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
