"Status","Year","Sexual_orientation","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Undeclared","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","No function","70","70","37950","32910"
"Leaver Dept.","2021","Undeclared","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Unknown","80","80","33830","28900"
"Leaver Dept.","2021","Undeclared","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","White","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","White","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","White","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","White","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","White","No function","120","120","41440","36800"
"Leaver Dept.","2021","Undeclared","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","White","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","White","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","White","Unknown","120","120","36580","30830"
"Leaver Dept.","2021","Unknown","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Unknown","190","170","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Unknown","80","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","No function","70","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Analysis","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Commercial","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Communications","60","60","40580","38810"
"Leaver Dept.","2021","Unknown","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Finance","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Grants Management","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Human Resources","70","70","42010","38890"
"Leaver Dept.","2021","Unknown","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","No function","1240","1220","36630","32000"
"Leaver Dept.","2021","Unknown","Unknown","Project Delivery","80","80","42070","38380"
"Leaver Dept.","2021","Unknown","Unknown","Property","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","1240","980","35730","32000"
"Leaver Dept.","2021","Unknown","White","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","No function","80","80","41220","33690"
"Leaver Dept.","2021","Unknown","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Unknown","1040","870","30260","27570"
"Leaver Dept.","2022","Heterosexual / straight","Asian","Analysis","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Asian","Digital, Data & Technology","70","70","41560","36640"
"Leaver Dept.","2022","Heterosexual / straight","Asian","Finance","60","50","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Asian","Human Resources","50","50","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Asian","No function","1370","1290","35140","29480"
"Leaver Dept.","2022","Heterosexual / straight","Asian","Project Delivery","50","50","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Asian","Unknown","220","210","32940","28810"
"Leaver Dept.","2022","Heterosexual / straight","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Black","Digital, Data & Technology","40","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Black","Human Resources","60","50","35440","32330"
"Leaver Dept.","2022","Heterosexual / straight","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Black","No function","730","690","35170","31060"
"Leaver Dept.","2022","Heterosexual / straight","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Black","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Black","Unknown","80","80","36300","35070"
"Leaver Dept.","2022","Heterosexual / straight","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Mixed","No function","310","300","37500","33250"
"Leaver Dept.","2022","Heterosexual / straight","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Mixed","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other ethnicity","No function","90","80","39770","33050"
"Leaver Dept.","2022","Heterosexual / straight","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Undeclared","No function","120","110","36330","32260"
"Leaver Dept.","2022","Heterosexual / straight","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","No function","120","110","40350","33250"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","White","Analysis","200","190","43370","38280"
"Leaver Dept.","2022","Heterosexual / straight","White","Commercial","170","160","43050","40330"
"Leaver Dept.","2022","Heterosexual / straight","White","Communications","200","180","42830","37510"
"Leaver Dept.","2022","Heterosexual / straight","White","Counter Fraud","80","70","32820","27570"
"Leaver Dept.","2022","Heterosexual / straight","White","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","White","Digital, Data & Technology","310","300","42590","38500"
"Leaver Dept.","2022","Heterosexual / straight","White","Finance","240","220","42330","36960"
"Leaver Dept.","2022","Heterosexual / straight","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","White","Human Resources","420","400","39000","32960"
"Leaver Dept.","2022","Heterosexual / straight","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","White","Legal","80","80","47970","51250"
