"Status","Year","Responsibility_level","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","EO","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Valuation Office Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Valuation Office Agency","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","EO","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Vehicle Certification Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Vehicle Certification Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Veterinary Medicines Directorate","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Veterinary Medicines Directorate","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Veterinary Medicines Directorate","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Welsh Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Welsh Government (excl. agencies)","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","EO","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Wilton Park","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Wilton Park","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Advisory, Conciliation and Arbitration Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Advisory, Conciliation and Arbitration Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Animal and Plant Health Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Animal and Plant Health Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Cabinet Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Cabinet Office (excl. agencies)","Declared non-disabled","110","110","60900","58890"
"Leaver CS","2022","G6/G7","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Cabinet Office (excl. agencies)","Unknown","130","130","66600","64630"
"Leaver CS","2022","G6/G7","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Companies House","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Companies House","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Companies House","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Competition and Markets Authority","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Crown Commercial Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Crown Commercial Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Crown Office and Procurator Fiscal Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Crown Office and Procurator Fiscal Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Crown Prosecution Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Crown Prosecution Service","Declared non-disabled","100","80","59430","56560"
"Leaver CS","2022","G6/G7","Crown Prosecution Service","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","G6/G7","Defence Electronics and Components Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Defence Electronics and Components Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Defence Electronics and Components Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Defence Equipment and Support","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Defence Equipment and Support","Declared non-disabled","60","50","58310","55810"
"Leaver CS","2022","G6/G7","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Defence Science and Technology Laboratory","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Defence Science and Technology Laboratory","Declared non-disabled","80","70","52320","48450"
"Leaver CS","2022","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","90","90","56900","53600"
"Leaver CS","2022","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Digital, Culture, Media and Sport","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Education (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Education (excl. agencies)","Declared non-disabled","50","50","58120","56230"
"Leaver CS","2022","G6/G7","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Education (excl. agencies)","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","60","60","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for International Trade","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Levelling Up, Housing and Communities (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Levelling Up, Housing and Communities (excl. agencies)","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Transport (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Transport (excl. agencies)","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Work and Pensions (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Work and Pensions (excl. agencies)","Declared non-disabled","150","130","58790","58990"
"Leaver CS","2022","G6/G7","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Work and Pensions (excl. agencies)","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Department of Health and Social Care (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department of Health and Social Care (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department of Health and Social Care (excl. agencies)","Unknown","150","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Disclosure Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Disclosure Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Driver and Vehicle Licensing Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Driver and Vehicle Licensing Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Driver and Vehicle Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Driver and Vehicle Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Education and Skills Funding Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Education and Skills Funding Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Education and Skills Funding Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Education Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Education Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Estyn","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Estyn","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","FCDO Services","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","FCDO Services","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","FCDO Services","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Foreign, Commonwealth and Development Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Foreign, Commonwealth and Development Office (excl. agencies)","Declared non-disabled","60","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Forestry and Land Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Forestry and Land Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Government Actuary's Department","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Government Actuary's Department","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Government Internal Audit Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Government Internal Audit Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Government Internal Audit Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Government Legal Department","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Government Legal Department","Declared non-disabled","100","90","59420","57520"
"Leaver CS","2022","G6/G7","Government Legal Department","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Government Property Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Government Property Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Health and Safety Executive","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Health and Safety Executive","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Courts and Tribunals Service","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Land Registry","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Prison and Probation Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Prison and Probation Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Prison and Probation Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Revenue and Customs (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Revenue and Customs (excl. agencies)","Declared non-disabled","220","190","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Revenue and Customs (excl. agencies)","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Treasury (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Treasury (excl. agencies)","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
