"Status","Year","Region_ITL2","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Lancashire","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","HM Revenue and Customs","North West (England)","120","90","[c]","[c]"
"Leaver CS","2022","Lancashire","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Ministry of Defence","North West (England)","30","30","[c]","[c]"
"Leaver CS","2022","Lancashire","Ministry of Justice","North West (England)","290","260","26240","20970"
"Leaver CS","2022","Lancashire","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Department for Work and Pensions","East Midlands (England)","210","190","24850","27570"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Department of Health and Social Care","East Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","HM Revenue and Customs","East Midlands (England)","150","120","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Home Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Ministry of Defence","East Midlands (England)","40","40","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Ministry of Justice","East Midlands (England)","410","380","21210","20370"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Department for Work and Pensions","East Midlands (England)","50","50","25930","27570"
"Leaver CS","2022","Lincolnshire","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Ministry of Defence","East Midlands (England)","110","100","27910","26350"
"Leaver CS","2022","Lincolnshire","Ministry of Justice","East Midlands (England)","110","100","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Attorney General's Departments","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Charity Commission","North West (England)","40","40","[c]","[c]"
"Leaver CS","2022","Merseyside","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Department for Levelling Up, Housing and Communities","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Department for Work and Pensions","North West (England)","380","320","27640","27570"
"Leaver CS","2022","Merseyside","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","HM Revenue and Customs","North West (England)","330","270","[c]","[c]"
"Leaver CS","2022","Merseyside","Home Office","North West (England)","320","260","24730","24880"
"Leaver CS","2022","Merseyside","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Ministry of Justice","North West (England)","150","130","23880","20970"
"Leaver CS","2022","Merseyside","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","Department for Work and Pensions","Scotland","30","30","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","Home Office","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","Scottish Government","Scotland","90","90","31720","27650"
"Leaver CS","2022","North Yorkshire","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire","Cabinet Office","Yorkshire and The Humber","40","40","[c]","[c]"
"Leaver CS","2022","North Yorkshire","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","70","70","[c]","[c]"
"Leaver CS","2022","North Yorkshire","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire","Department for Work and Pensions","Yorkshire and The Humber","60","50","29620","27570"
"Leaver CS","2022","North Yorkshire","Department of Health and Social Care","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire","HM Revenue and Customs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire","Home Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire","Ministry of Defence","Yorkshire and The Humber","160","150","30330","26930"
"Leaver CS","2022","North Yorkshire","Ministry of Justice","Yorkshire and The Humber","40","40","[c]","[c]"
"Leaver CS","2022","North Yorkshire","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Department for Transport","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","HM Revenue and Customs","Northern Ireland","120","100","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Home Office","Northern Ireland","50","40","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Ministry of Defence","Northern Ireland","60","60","26140","22130"
"Leaver CS","2022","Northern Ireland","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Office for Standards in Education, Children's Services and Skills","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland, and Tyne and Wear","Attorney General's Departments","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland, and Tyne and Wear","Cabinet Office","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland, and Tyne and Wear","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland, and Tyne and Wear","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland, and Tyne and Wear","Department for Environment, Food and Rural Affairs","North East (England)","30","30","[c]","[c]"
"Leaver CS","2022","Northumberland, and Tyne and Wear","Department for Levelling Up, Housing and Communities","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland, and Tyne and Wear","Department for Transport","North East (England)","30","30","[c]","[c]"
"Leaver CS","2022","Northumberland, and Tyne and Wear","Department for Work and Pensions","North East (England)","720","640","26240","21260"
"Leaver CS","2022","Northumberland, and Tyne and Wear","Department of Health and Social Care","North East (England)","110","100","42140","36940"
"Leaver CS","2022","Northumberland, and Tyne and Wear","HM Revenue and Customs","North East (England)","790","620","[c]","[c]"
"Leaver CS","2022","Northumberland, and Tyne and Wear","HM Treasury","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland, and Tyne and Wear","Home Office","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland, and Tyne and Wear","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland, and Tyne and Wear","Ministry of Justice","North East (England)","70","60","[c]","[c]"
"Leaver CS","2022","Northumberland, and Tyne and Wear","National Crime Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland, and Tyne and Wear","Office for Standards in Education, Children's Services and Skills","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - East and North East","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - East and North East","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - East and North East","Department for Work and Pensions","London","190","170","29970","31060"
"Leaver CS","2022","Outer London - East and North East","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - East and North East","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - East and North East","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - East and North East","Ministry of Justice","London","190","180","[c]","[c]"
"Leaver CS","2022","Outer London - East and North East","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","Department for Work and Pensions","London","120","110","30460","31060"
"Leaver CS","2022","Outer London - South","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","HM Land Registry","London","40","40","[c]","[c]"
"Leaver CS","2022","Outer London - South","HM Revenue and Customs","London","130","120","[c]","[c]"
"Leaver CS","2022","Outer London - South","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","Home Office","London","330","300","38060","35050"
