"Status","Year","Organisation","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","No function","Department for Levelling Up, Housing and Communities","100","100","42250","36340"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","No function","Department for Transport","230","220","45120","42470"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Counter Fraud","Department for Work and Pensions","250","180","26580","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Debt","Department for Work and Pensions","210","170","22390","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Digital, Data & Technology","Department for Work and Pensions","220","210","46350","43500"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Finance","Department for Work and Pensions","70","60","37500","34800"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Human Resources","Department for Work and Pensions","90","80","33690","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","No function","Department for Work and Pensions","6400","5600","26180","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Department for Work and Pensions","60","50","37280","34290"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","Department for Work and Pensions","1310","1220","26580","27570"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Analysis","Department of Health and Social Care","60","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Commercial","Department of Health and Social Care","60","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Communications","Department of Health and Social Care","40","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Digital, Data & Technology","Department of Health and Social Care","40","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Finance","Department of Health and Social Care","70","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","No function","Department of Health and Social Care","250","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","Department of Health and Social Care","70","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Digital, Data & Technology","Department for Transport","40","40","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","No function","Department for Transport","330","270","21710","21840"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Security","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","No function","Department for Transport","390","350","27400","26780"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Security","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Finance","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","No function","Department for Education","40","40","[c]","[c]"
"Leaver CS","2022","Education Scotland","Unknown","Scottish Government","40","30","[c]","[c]"
"Leaver CS","2022","Estyn","Analysis","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Project Delivery","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","No function","Food Standards Agency","60","60","33420","30280"
"Leaver CS","2022","Food Standards Scotland","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","No function","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Foreign, Commonwealth and Development Office","80","70","55990","56220"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Foreign, Commonwealth and Development Office","200","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Unknown","Scottish Government","120","110","29970","27360"
"Leaver CS","2022","Government Actuary's Department","Analysis","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Internal Audit","HM Treasury","30","30","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","No function","HM Treasury","[c]","[c]","[c]","[c]"
