"Status","Year","Parent_department","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Competition and Markets Authority","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Heterosexual / straight","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Digital, Data & Technology","80","70","39660","38170"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","No function","250","230","42210","40050"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","LGBO","No function","30","30","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","No function","30","30","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","No function","110","110","30840","24250"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Project Delivery","50","50","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","No function","70","70","41230","34170"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Heterosexual / straight","Digital, Data & Technology","50","50","[c]","[c]"
"Leaver CS","2022","Department for Education","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Heterosexual / straight","No function","140","130","44630","37100"
"Leaver CS","2022","Department for Education","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Unknown","No function","50","40","[c]","[c]"
"Leaver CS","2022","Department for Education","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Grants Management","60","50","25050","24920"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","No function","320","310","30080","24920"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","LGBO","Commercial","[c]","[c]","[c]","[c]"
