"Status","Year","Region_ITL2","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Cumbria","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Male","Operational Delivery","50","40","[c]","[c]"
"Leaver CS","2022","Cumbria","Male","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Female","Operational Delivery","360","320","25530","25860"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Female","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Female","Unknown","130","110","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Male","Operational Delivery","260","240","26320","25060"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Male","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Male","Unknown","110","100","[c]","[c]"
"Leaver CS","2022","Devon","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Female","Operational Delivery","220","180","25100","22010"
"Leaver CS","2022","Devon","Female","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Male","Digital, Data and Technology","80","70","34190","35630"
"Leaver CS","2022","Devon","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Male","Operational Delivery","180","160","26630","24030"
"Leaver CS","2022","Devon","Male","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Male","Science and Engineering","40","30","[c]","[c]"
"Leaver CS","2022","Devon","Male","Security","40","40","[c]","[c]"
"Leaver CS","2022","Devon","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Female","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Female","Operational Delivery","140","120","26200","27220"
"Leaver CS","2022","Dorset and Somerset","Female","Other","30","30","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Male","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Male","Operational Delivery","130","120","28630","26830"
"Leaver CS","2022","Dorset and Somerset","Male","Other","40","40","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Female","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Female","Knowledge and Information Management","30","30","[c]","[c]"
"Leaver CS","2022","East Anglia","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Female","Operational Delivery","450","390","27760","25310"
"Leaver CS","2022","East Anglia","Female","Other","60","50","23420","21260"
"Leaver CS","2022","East Anglia","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Female","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","East Anglia","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Male","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Male","Operational Delivery","460","430","28330","27570"
"Leaver CS","2022","East Anglia","Male","Other","50","40","[c]","[c]"
"Leaver CS","2022","East Anglia","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Male","Science and Engineering","40","40","[c]","[c]"
"Leaver CS","2022","East Anglia","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Male","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","East Wales","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Female","Internal Audit","[c]","[c]","[c]","[c]"
