"Status","Year","Organisation","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Ministry of Justice (excl. agencies)","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Project Delivery","West Yorkshire","80","80","37470","36050"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Inner London - West","120","120","46880","41750"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Security","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Security","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Security","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Security","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Security","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Security","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Security","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Commercial","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Commercial","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Commercial","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Commercial","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Commercial","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Commercial","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Communications","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Communications","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Communications","Devon","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Communications","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Communications","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Communications","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Digital, Data & Technology","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Digital, Data & Technology","Cheshire","60","50","38100","36740"
"In post","2022","National Crime Agency","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Digital, Data & Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Digital, Data & Technology","Inner London - East","100","90","49290","48900"
"In post","2022","National Crime Agency","Digital, Data & Technology","Kent","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Digital, Data & Technology","Leicestershire, Rutland and Northamptonshire","50","40","[c]","[c]"
"In post","2022","National Crime Agency","Digital, Data & Technology","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Digital, Data & Technology","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Digital, Data & Technology","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Digital, Data & Technology","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Digital, Data & Technology","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Digital, Data & Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Finance","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Finance","Devon","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Finance","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Finance","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Human Resources","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Human Resources","Cheshire","40","40","[c]","[c]"
"In post","2022","National Crime Agency","Human Resources","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Human Resources","Devon","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Human Resources","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Human Resources","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","32950","30480"
"In post","2022","National Crime Agency","Human Resources","Inner London - East","50","50","[c]","[c]"
"In post","2022","National Crime Agency","Human Resources","Kent","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Human Resources","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Human Resources","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Human Resources","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Human Resources","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Human Resources","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Legal","Inner London - East","50","50","55400","60960"
"In post","2022","National Crime Agency","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","No function","Bedfordshire and Hertfordshire","110","100","38310","36740"
"In post","2022","National Crime Agency","No function","Berkshire, Buckinghamshire and Oxfordshire","120","110","41030","39820"
"In post","2022","National Crime Agency","No function","Cheshire","1070","1050","36680","36410"
"In post","2022","National Crime Agency","No function","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","No function","Derbyshire and Nottinghamshire","80","70","38880","36410"
"In post","2022","National Crime Agency","No function","Devon","50","50","[c]","[c]"
"In post","2022","National Crime Agency","No function","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","No function","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","No function","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","No function","Essex","40","40","[c]","[c]"
"In post","2022","National Crime Agency","No function","Gloucestershire, Wiltshire and Bath/Bristol area","290","290","37110","36410"
"In post","2022","National Crime Agency","No function","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","No function","Hampshire and Isle of Wight","70","60","37530","36410"
"In post","2022","National Crime Agency","No function","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","No function","Inner London - East","1240","1210","44080","40170"
"In post","2022","National Crime Agency","No function","Kent","190","190","40380","39840"
"In post","2022","National Crime Agency","No function","Lancashire","70","70","38230","36410"
"In post","2022","National Crime Agency","No function","Leicestershire, Rutland and Northamptonshire","40","40","[c]","[c]"
"In post","2022","National Crime Agency","No function","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","No function","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","No function","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","No function","Northern Ireland","100","90","39960","39200"
"In post","2022","National Crime Agency","No function","Northumberland, and Tyne and Wear","100","100","37650","36410"
"In post","2022","National Crime Agency","No function","Outer London - East and North East","[c]","[c]","[c]","[c]"
