"Status","Year","Parent_department","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Economics","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","International Trade","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","International Trade","SEO/HEO","80","80","33290","31800"
"New entrant CS","2021","Department for International Trade","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Other","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Digital, Data and Technology","EO","40","40","[c]","[c]"
"New entrant CS","2021","Department for Transport","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Digital, Data and Technology","SEO/HEO","60","60","37360","36040"
"New entrant CS","2021","Department for Transport","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Economics","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Department for Transport","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Operational Delivery","AA/AO","430","390","21620","21590"
"New entrant CS","2021","Department for Transport","Operational Delivery","EO","90","90","27490","26130"
"New entrant CS","2021","Department for Transport","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Operational Delivery","SEO/HEO","40","30","[c]","[c]"
"New entrant CS","2021","Department for Transport","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Other","EO","40","40","[c]","[c]"
"New entrant CS","2021","Department for Transport","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Other","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Policy","SEO/HEO","120","120","34940","34710"
"New entrant CS","2021","Department for Transport","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Project Delivery","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2021","Department for Transport","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Operational Delivery","AA/AO","40","30","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Operational Delivery","EO","[c]","[c]","[c]","[c]"
