"Status","Year","Parent_department","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","ESTYN","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Female","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Male","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","White","Female","110","30","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","White","Male","90","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Asian","Female","80","70","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Asian","Male","90","80","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Black","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Female","330","320","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Male","310","310","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","White","Female","440","420","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","White","Male","340","330","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","White","Female","60","50","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","White","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Home Office","Asian","Female","90","80","35790","33960"
"Leaver Dept.","2021","Home Office","Asian","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Home Office","Black","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Home Office","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Home Office","White","Female","410","380","36510","30110"
"Leaver Dept.","2021","Home Office","White","Male","300","290","35060","28810"
"Leaver Dept.","2021","Ministry of Defence","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","White","Female","320","310","35960","32430"
"Leaver Dept.","2021","Ministry of Defence","White","Male","330","330","38760","35430"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Unknown","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","White","Female","110","110","43570","39600"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","White","Male","110","110","38830","33210"
"Leaver Dept.","2021","Ministry of Justice","Asian","Female","90","90","27530","22620"
"Leaver Dept.","2021","Ministry of Justice","Asian","Male","60","60","27760","22570"
"Leaver Dept.","2021","Ministry of Justice","Black","Female","70","60","28750","26410"
"Leaver Dept.","2021","Ministry of Justice","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Mixed","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","Female","110","110","31460","28050"
"Leaver Dept.","2021","Ministry of Justice","Unknown","Male","80","80","34060","30650"
"Leaver Dept.","2021","Ministry of Justice","White","Female","480","460","33020","26760"
"Leaver Dept.","2021","Ministry of Justice","White","Male","310","310","35130","30850"
"Leaver Dept.","2021","National Crime Agency","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Chinese","Male","[c]","[c]","[c]","[c]"
