"Status","Year","Age","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Communications","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","No function","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","No function","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","White","100","100","36180","33390"
"Leaver Dept.","2021","20-29","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","White","40","40","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","White","110","110","29660","28740"
"Leaver Dept.","2021","20-29","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","White","40","40","[c]","[c]"
"Leaver Dept.","2021","20-29","No function","Asian","130","120","29630","27690"
"Leaver Dept.","2021","20-29","No function","Black","50","50","[c]","[c]"
"Leaver Dept.","2021","20-29","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","No function","Mixed","60","60","34070","32220"
"Leaver Dept.","2021","20-29","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","No function","Undeclared","60","60","[c]","[c]"
"Leaver Dept.","2021","20-29","No function","Unknown","730","720","32410","32000"
"Leaver Dept.","2021","20-29","No function","White","730","720","32790","32000"
"Leaver Dept.","2021","20-29","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","White","110","110","30670","29550"
"Leaver Dept.","2021","20-29","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Asian","160","150","30410","29500"
"Leaver Dept.","2021","20-29","Unknown","Black","50","50","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Mixed","60","50","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","540","460","32020","31330"
"Leaver Dept.","2021","20-29","Unknown","White","900","820","30310","27570"
"Leaver Dept.","2021","30-39","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","White","50","50","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","White","40","40","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Debt","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Debt","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","White","60","50","43330","40870"
"Leaver Dept.","2021","30-39","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","White","30","30","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","White","90","90","39820","36030"
"Leaver Dept.","2021","30-39","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","White","40","40","[c]","[c]"
"Leaver Dept.","2021","30-39","No function","Asian","100","100","34610","32320"
"Leaver Dept.","2021","30-39","No function","Black","40","40","[c]","[c]"
"Leaver Dept.","2021","30-39","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","No function","Mixed","50","40","[c]","[c]"
