"Status","Year","Parent_department","Disability","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Department for International Trade","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Unknown","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Unknown","Unknown","100","100","39680","37610"
"Leaver Dept.","2021","Department for Transport","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared non-disabled","Heterosexual / straight","220","220","38590","34700"
"Leaver Dept.","2021","Department for Transport","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","Unknown","50","50","40800","42230"
"Leaver Dept.","2021","Department for Transport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Declared disabled","Heterosexual / straight","110","110","31760","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Declared non-disabled","Heterosexual / straight","720","700","30430","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Declared non-disabled","LGBO","50","50","29950","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Declared non-disabled","Undeclared","50","50","30790","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Declared non-disabled","Unknown","210","200","29740","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","Heterosexual / straight","40","30","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","Unknown","110","110","30620","27570"
"Leaver Dept.","2021","Department of Health and Social Care","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared non-disabled","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Unknown","160","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","Unknown","140","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Unknown","120","30","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared disabled","Unknown","110","100","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","Unknown","780","750","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Unknown","720","700","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared non-disabled","Heterosexual / straight","90","90","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared disabled","Heterosexual / straight","70","70","35210","29220"
"Leaver Dept.","2021","Home Office","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared non-disabled","Heterosexual / straight","760","710","35640","29860"
"Leaver Dept.","2021","Home Office","Declared non-disabled","LGBO","50","50","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared non-disabled","Undeclared","70","60","41520","37670"
"Leaver Dept.","2021","Home Office","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","Unknown","80","70","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","Heterosexual / straight","80","80","34850","32650"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared non-disabled","Heterosexual / straight","510","500","36950","33300"
"Leaver Dept.","2021","Ministry of Defence","Declared non-disabled","LGBO","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared non-disabled","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared non-disabled","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Heterosexual / straight","40","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Unknown","70","60","41500","42350"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Heterosexual / straight","220","220","41460","34010"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared disabled","Heterosexual / straight","130","130","32490","26550"
"Leaver Dept.","2021","Ministry of Justice","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared non-disabled","Heterosexual / straight","760","740","32770","26560"
"Leaver Dept.","2021","Ministry of Justice","Declared non-disabled","LGBO","60","60","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared non-disabled","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","Heterosexual / straight","50","50","[c]","[c]"
