"Status","Year","Organisation","Sexual_orientation","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Food Standards Agency","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","20-29","100","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","30-39","40","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","50-59","30","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","60-64","30","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","LGBO","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Heterosexual / straight","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Heterosexual / straight","30-39","50","50","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Heterosexual / straight","60-64","50","40","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Heterosexual / straight","20-29","250","250","22170","20970"
"Leaver CS","2022","HM Courts and Tribunals Service","Heterosexual / straight","30-39","170","150","23850","20970"
"Leaver CS","2022","HM Courts and Tribunals Service","Heterosexual / straight","40-49","140","120","26240","21360"
"Leaver CS","2022","HM Courts and Tribunals Service","Heterosexual / straight","50-59","250","220","26880","21300"
"Leaver CS","2022","HM Courts and Tribunals Service","Heterosexual / straight","60-64","170","140","25700","20970"
"Leaver CS","2022","HM Courts and Tribunals Service","Heterosexual / straight","65+","180","130","22670","20970"
"Leaver CS","2022","HM Courts and Tribunals Service","LGBO","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","LGBO","20-29","40","40","[c]","[c]"
