"Status","Year","Sex","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Female","No function","Outer London - West and North West","750","680","39760","32650"
"Leaver Dept.","2022","Female","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Shropshire and Staffordshire","60","60","[c]","[c]"
"Leaver Dept.","2022","Female","No function","South Yorkshire","60","60","34340","27570"
"Leaver Dept.","2022","Female","No function","Southern Scotland","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","No function","Surrey, East and West Sussex","100","90","38060","29290"
"Leaver Dept.","2022","Female","No function","Tees Valley and Durham","80","70","30760","27570"
"Leaver Dept.","2022","Female","No function","Unknown","250","230","36400","32000"
"Leaver Dept.","2022","Female","No function","West Central Scotland","190","180","27640","27570"
"Leaver Dept.","2022","Female","No function","West Midlands","520","480","33140","27570"
"Leaver Dept.","2022","Female","No function","West Wales and The Valleys","80","70","30080","27570"
"Leaver Dept.","2022","Female","No function","West Yorkshire","370","280","34720","29920"
"Leaver Dept.","2022","Female","Project Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","110","100","34580","32710"
"Leaver Dept.","2022","Female","Project Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Inner London - West","70","70","48910","39960"
"Leaver Dept.","2022","Female","Project Delivery","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","East Wales","90","90","30390","26140"
"Leaver Dept.","2022","Female","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Eastern Scotland","110","100","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Greater Manchester","110","110","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Inner London - East","80","80","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Inner London - West","510","330","45370","41970"
"Leaver Dept.","2022","Female","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Merseyside","170","160","26360","24890"
"Leaver Dept.","2022","Female","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Northumberland, and Tyne and Wear","120","110","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Outer London - South","120","110","40950","35200"
"Leaver Dept.","2022","Female","Unknown","Outer London - West and North West","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","South Yorkshire","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Southern Scotland","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Tees Valley and Durham","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","West Central Scotland","100","90","28790","25340"
"Leaver Dept.","2022","Female","Unknown","West Midlands","60","60","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","West Yorkshire","100","80","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Inner London - West","170","120","44320","38280"
"Leaver Dept.","2022","Male","Analysis","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Inner London - West","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","West Central Scotland","[c]","[c]","[c]","[c]"
