"Status","Year","Sexual_orientation","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","LGBO","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","No function","White","200","200","38520","33090"
"Leaver Dept.","2021","LGBO","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","White","160","160","34260","28670"
"Leaver Dept.","2021","Undeclared","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Undeclared","70","70","37950","32910"
"Leaver Dept.","2021","Undeclared","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","White","120","120","41440","36800"
"Leaver Dept.","2021","Undeclared","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Undeclared","80","80","33830","28900"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","White","120","120","36580","30830"
"Leaver Dept.","2021","Unknown","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Unknown","60","60","40580","38810"
"Leaver Dept.","2021","Unknown","Communications","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Grants Management","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Unknown","70","70","42010","38890"
"Leaver Dept.","2021","Unknown","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Undeclared","70","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Unknown","1240","1220","36630","32000"
"Leaver Dept.","2021","Unknown","No function","White","80","80","41220","33690"
"Leaver Dept.","2021","Unknown","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Unknown","80","80","42070","38380"
"Leaver Dept.","2021","Unknown","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Asian","190","170","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Black","80","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Mixed","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","60","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","1240","980","35730","32000"
"Leaver Dept.","2021","Unknown","Unknown","White","1040","870","30260","27570"
"Leaver Dept.","2022","Heterosexual / straight","Analysis","Asian","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Analysis","White","200","190","43370","38280"
"Leaver Dept.","2022","Heterosexual / straight","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Commercial","White","170","160","43050","40330"
"Leaver Dept.","2022","Heterosexual / straight","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Communications","White","200","180","42830","37510"
"Leaver Dept.","2022","Heterosexual / straight","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Counter Fraud","White","80","70","32820","27570"
"Leaver Dept.","2022","Heterosexual / straight","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Debt","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Digital, Data & Technology","Asian","70","70","41560","36640"
"Leaver Dept.","2022","Heterosexual / straight","Digital, Data & Technology","Black","40","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Digital, Data & Technology","White","310","300","42590","38500"
"Leaver Dept.","2022","Heterosexual / straight","Finance","Asian","60","50","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Finance","White","240","220","42330","36960"
"Leaver Dept.","2022","Heterosexual / straight","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Human Resources","Asian","50","50","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Human Resources","Black","60","50","35440","32330"
"Leaver Dept.","2022","Heterosexual / straight","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Human Resources","White","420","400","39000","32960"
"Leaver Dept.","2022","Heterosexual / straight","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Legal","White","80","80","47970","51250"
"Leaver Dept.","2022","Heterosexual / straight","No function","Asian","1370","1290","35140","29480"
"Leaver Dept.","2022","Heterosexual / straight","No function","Black","730","690","35170","31060"
