"Status","Year","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Wales Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Declared non-disabled","40","30","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Declared disabled","130","130","39400","34550"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Declared non-disabled","820","810","46630","40600"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Unknown","830","820","37840","32000"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Declared non-disabled","50","50","36390","28230"
"Leaver Dept.","2022","Crown Prosecution Service","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Declared disabled","50","50","35490","32960"
"Leaver Dept.","2022","Defence Equipment and Support","Declared non-disabled","310","310","34030","31250"
"Leaver Dept.","2022","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Declared non-disabled","70","60","39880","38070"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","50","50","41710","38770"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","380","370","46810","40200"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","110","110","43870","40050"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","150","150","44610","38280"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Declared non-disabled","260","250","44500","40510"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Unknown","120","120","39980","36500"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","260","260","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Declared non-disabled","100","100","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Unknown","90","90","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Declared non-disabled","210","210","42050","39350"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Declared non-disabled","180","170","45310","42470"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Unknown","100","100","40800","35910"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Declared disabled","390","370","29830","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Declared non-disabled","2240","2170","29510","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Undeclared","170","160","30510","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Unknown","250","250","31580","27570"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Declared disabled","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Declared non-disabled","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Unknown","1200","[c]","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Declared non-disabled","120","110","29920","26780"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Declared non-disabled","90","80","31980","30700"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Declared disabled","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Declared non-disabled","240","70","44520","39630"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","140","30","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Declared non-disabled","70","70","45470","50020"
"Leaver Dept.","2022","Government Legal Department","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Declared non-disabled","50","40","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Declared disabled","60","50","27690","23040"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Declared non-disabled","330","320","27260","23400"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Unknown","110","110","22960","20970"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Declared disabled","80","80","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Declared non-disabled","380","370","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Declared disabled","100","100","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Declared non-disabled","710","690","[c]","[c]"
