"Status","Year","Ethnicity","Function_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Asian","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","No function","Declared disabled","110","110","31190","28590"
"Leaver Dept.","2022","Asian","No function","Declared non-disabled","1250","1180","34790","29380"
"Leaver Dept.","2022","Asian","No function","Undeclared","60","50","31910","30320"
"Leaver Dept.","2022","Asian","No function","Unknown","210","190","48210","40070"
"Leaver Dept.","2022","Asian","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Declared disabled","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Declared non-disabled","300","280","32850","28810"
"Leaver Dept.","2022","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Declared non-disabled","50","50","34920","32330"
"Leaver Dept.","2022","Black","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Declared disabled","60","60","33760","31060"
"Leaver Dept.","2022","Black","No function","Declared non-disabled","660","630","34250","31060"
"Leaver Dept.","2022","Black","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Unknown","100","90","52090","40070"
"Leaver Dept.","2022","Black","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Declared non-disabled","120","110","35780","31520"
"Leaver Dept.","2022","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","No function","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Mixed","No function","Declared non-disabled","310","290","37360","32330"
"Leaver Dept.","2022","Mixed","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","No function","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Declared non-disabled","80","60","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","No function","Declared non-disabled","80","70","38630","31700"
"Leaver Dept.","2022","Other ethnicity","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","No function","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","No function","Declared non-disabled","180","170","36490","31990"
"Leaver Dept.","2022","Undeclared","No function","Undeclared","110","110","39330","36330"
"Leaver Dept.","2022","Undeclared","No function","Unknown","370","330","46610","41140"
"Leaver Dept.","2022","Undeclared","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","Declared disabled","[c]","[c]","[c]","[c]"
