"Status","Year","Sex","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Female","Criminal Injuries Compensation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Criminal Injuries Compensation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Crown Commercial Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Crown Office and Procurator Fiscal Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Crown Office and Procurator Fiscal Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Crown Office and Procurator Fiscal Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Crown Prosecution Service","Heterosexual / straight","60","50","33430","26970"
"Leaver Dept.","2022","Female","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Defence Equipment and Support","Heterosexual / straight","140","140","32240","29780"
"Leaver Dept.","2022","Female","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","210","200","45740","40050"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Digital, Culture, Media and Sport","Heterosexual / straight","80","80","41680","34360"
"Leaver Dept.","2022","Female","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Education (excl. agencies)","Heterosexual / straight","180","170","41670","36780"
"Leaver Dept.","2022","Female","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Education (excl. agencies)","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","150","150","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Department for International Trade","Heterosexual / straight","80","70","[c]","[c]"
"Leaver Dept.","2022","Female","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for International Trade","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","130","130","39500","35200"
"Leaver Dept.","2022","Female","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Transport (excl. agencies)","Heterosexual / straight","80","80","44700","42470"
"Leaver Dept.","2022","Female","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Transport (excl. agencies)","Unknown","50","50","40220","35430"
"Leaver Dept.","2022","Female","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","1320","1270","29090","27570"
"Leaver Dept.","2022","Female","Department for Work and Pensions (excl. agencies)","LGBO","80","80","27770","27570"
"Leaver Dept.","2022","Female","Department for Work and Pensions (excl. agencies)","Undeclared","130","120","29510","27570"
"Leaver Dept.","2022","Female","Department for Work and Pensions (excl. agencies)","Unknown","290","270","30960","27570"
"Leaver Dept.","2022","Female","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","170","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department of Health and Social Care (excl. agencies)","Undeclared","560","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Disclosure Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Disclosure Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Driver and Vehicle Licensing Agency","Heterosexual / straight","60","50","27900","26130"
"Leaver Dept.","2022","Female","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Driver and Vehicle Standards Agency","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Education and Skills Funding Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Education and Skills Funding Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","FCDO Services","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Food Standards Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Food Standards Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","180","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Forestry and Land Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Forestry and Land Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Government Actuary's Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Government Internal Audit Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Government Internal Audit Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Government Legal Department","Heterosexual / straight","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","Government Legal Department","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Government Legal Department","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Government Property Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Government Property Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Health and Safety Executive","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Courts and Tribunals Service","Heterosexual / straight","250","230","27580","23400"
"Leaver Dept.","2022","Female","HM Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Courts and Tribunals Service","Unknown","60","60","24370","21650"
"Leaver Dept.","2022","Female","HM Crown Prosecution Service Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Crown Prosecution Service Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Crown Prosecution Service Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Prison and Probation Service","Heterosexual / straight","260","250","[c]","[c]"
"Leaver Dept.","2022","Female","HM Prison and Probation Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Prison and Probation Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Prison and Probation Service","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2022","Female","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Revenue and Customs (excl. agencies)","Unknown","700","670","[c]","[c]"
"Leaver Dept.","2022","Female","HM Treasury (excl. agencies)","Heterosexual / straight","80","70","[c]","[c]"
"Leaver Dept.","2022","Female","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Home Office","Heterosexual / straight","530","500","35210","28760"
"Leaver Dept.","2022","Female","Home Office","LGBO","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Home Office","Undeclared","50","50","37730","35050"
"Leaver Dept.","2022","Female","Home Office","Unknown","120","110","33740","28650"
"Leaver Dept.","2022","Female","Institute for Apprenticeships and Technical Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Institute for Apprenticeships and Technical Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Intellectual Property Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal Aid Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal Aid Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Maritime and Coastguard Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Maritime and Coastguard Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Maritime and Coastguard Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Medicines and Healthcare Products Regulatory Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Met Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Met Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Ministry of Defence (excl. agencies)","Heterosexual / straight","230","220","35300","33000"
"Leaver Dept.","2022","Female","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Ministry of Defence (excl. agencies)","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Ministry of Justice (excl. agencies)","Heterosexual / straight","190","190","40280","36800"
"Leaver Dept.","2022","Female","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Ministry of Justice (excl. agencies)","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Ministry of Justice (excl. agencies)","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","National Crime Agency","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","National Infrastructure Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","National Infrastructure Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","National Infrastructure Commission","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","National Records of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","National Records of Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","National Savings and Investments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
