"Status","Year","Region_ITL3","Age","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","40-49","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","40-49","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","40-49","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","50-59","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","50-59","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","50-59","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","60-64","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","60-64","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","60-64","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","65+","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","65+","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","20-29","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","20-29","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","30-39","AA/AO","30","30","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","30-39","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","40-49","AA/AO","30","30","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","40-49","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","50-59","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","50-59","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","50-59","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","60-64","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","60-64","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","60-64","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","65+","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","65+","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Antrim and Newtownabbey","20-29","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Antrim and Newtownabbey","40-49","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Antrim and Newtownabbey","50-59","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Antrim and Newtownabbey","60-64","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Antrim and Newtownabbey","60-64","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Antrim and Newtownabbey","65+","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Antrim and Newtownabbey","65+","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ards and North Down","30-39","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ards and North Down","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ards and North Down","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ards and North Down","50-59","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ards and North Down","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ards and North Down","60-64","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ards and North Down","60-64","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ards and North Down","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ards and North Down","65+","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ards and North Down","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barking & Dagenham and Havering","20-29","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barking & Dagenham and Havering","20-29","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barking & Dagenham and Havering","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barking & Dagenham and Havering","30-39","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barking & Dagenham and Havering","30-39","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barking & Dagenham and Havering","40-49","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barking & Dagenham and Havering","40-49","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barking & Dagenham and Havering","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barking & Dagenham and Havering","50-59","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barking & Dagenham and Havering","50-59","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barking & Dagenham and Havering","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barking & Dagenham and Havering","60-64","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barking & Dagenham and Havering","60-64","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barking & Dagenham and Havering","65+","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barking & Dagenham and Havering","65+","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barking & Dagenham and Havering","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","16-19","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","20-29","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","20-29","EO","30","30","[c]","[c]"
"Leaver CS","2022","Barnet","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","30-39","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","30-39","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","30-39","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","40-49","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","40-49","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","40-49","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","40-49","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","50-59","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","50-59","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","50-59","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","50-59","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","60-64","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","60-64","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","60-64","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","60-64","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","65+","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","65+","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","16-19","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","20-29","AA/AO","60","60","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","20-29","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","30-39","AA/AO","50","40","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","30-39","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","30-39","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","40-49","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","40-49","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","40-49","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","50-59","AA/AO","40","30","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","50-59","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","60-64","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","60-64","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","60-64","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","65+","AA/AO","30","20","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","65+","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","16-19","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","20-29","AA/AO","40","30","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","20-29","EO","140","140","21910","20480"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","20-29","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","20-29","SEO/HEO","110","110","31440","31600"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","30-39","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","30-39","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","30-39","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","30-39","SEO/HEO","120","120","36210","36730"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","30-39","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","40-49","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","40-49","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","40-49","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","40-49","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","40-49","SEO/HEO","60","60","37440","39100"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","50-59","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","50-59","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","50-59","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","50-59","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","50-59","SEO/HEO","90","80","37860","38620"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","60-64","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","60-64","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","60-64","G6/G7","30","30","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","60-64","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","60-64","SEO/HEO","70","60","39670","40450"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","65+","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","65+","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","20-29","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","Bedford","20-29","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","30-39","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","30-39","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","40-49","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","40-49","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","50-59","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","50-59","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","50-59","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","60-64","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","60-64","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","60-64","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","65+","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","65+","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","20-29","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","20-29","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","30-39","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","30-39","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","30-39","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","40-49","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","40-49","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","40-49","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","50-59","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","50-59","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","50-59","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","50-59","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","60-64","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","60-64","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","60-64","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","65+","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","65+","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","20-29","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","Berkshire","20-29","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","20-29","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","30-39","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","30-39","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","30-39","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","40-49","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","40-49","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","40-49","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","50-59","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","50-59","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","50-59","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","60-64","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","60-64","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","60-64","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","65+","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","65+","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bexley and Greenwich","16-19","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bexley and Greenwich","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bexley and Greenwich","20-29","AA/AO","40","40","[c]","[c]"
