"Status","Year","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Intellectual Property Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Operational Delivery","50","50","24070","20970"
"Leaver CS","2022","Maritime and Coastguard Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Operational Delivery","100","90","32580","26780"
"Leaver CS","2022","Maritime and Coastguard Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Medicine","40","40","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","40","40","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Other","70","60","51210","46460"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","60","60","48600","40450"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Digital, Data and Technology","50","50","30850","28000"
"Leaver CS","2022","Met Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Science and Engineering","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Commercial","70","70","38650","36460"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Communications","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Digital, Data and Technology","170","160","33670","33000"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Finance","250","240","35200","33300"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Human Resources","120","110","29140","23130"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Intelligence Analysis","60","60","34880","33300"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Medicine","260","230","41530","37280"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Other","1200","1120","25680","21380"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Policy","60","50","42420","40580"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Project Delivery","150","150","41750","40580"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Property","180","170","31280","33000"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Science and Engineering","180","170","32360","26680"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Security","590","570","31140","26750"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Operational Delivery","410","390","41890","37090"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Operational Delivery","260","250","41320","39730"
"Leaver CS","2022","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Budget Responsibility","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","120","110","64820","70500"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Other","130","130","41230","34120"
"Leaver CS","2022","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Operational Delivery","70","60","22810","20970"
"Leaver CS","2022","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Knowledge and Information Management","330","300","34900","30760"
"Leaver CS","2022","Public Health England","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Medicine","90","80","98320","101430"
"Leaver CS","2022","Public Health England","Operational Delivery","710","650","40620","37480"
"Leaver CS","2022","Public Health England","Science and Engineering","320","290","43120","40060"
"Leaver CS","2022","Public Health England","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Property","[c]","[c]","[c]","[c]"
