"Status","Year","Disability","Sexual_orientation","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Office of the Public Guardian","50","50","22480","21170"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","United Kingdom Statistics Authority","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Valuation Office Agency","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Cabinet Office (excl. agencies)","70","70","40150","34550"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Department for Work and Pensions (excl. agencies)","50","50","29950","27570"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Home Office (incl. agencies)","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Cabinet Office (excl. agencies)","60","60","41770","33250"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Department for International Development","[c]","[c]","[c]","[c]"
