"Status","Year","Profession_of_post","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Science and Engineering","Undeclared","Undeclared","70","60","39600","38480"
"Leaver CS","2022","Science and Engineering","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Unknown","90","90","27240","24410"
"Leaver CS","2022","Science and Engineering","White","Heterosexual / straight","830","770","38300","36330"
"Leaver CS","2022","Science and Engineering","White","LGBO","50","50","36540","30800"
"Leaver CS","2022","Science and Engineering","White","Undeclared","80","70","36630","34430"
"Leaver CS","2022","Science and Engineering","White","Unknown","100","90","42910","40180"
"Leaver CS","2022","Security","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Unknown","90","90","27870","25190"
"Leaver CS","2022","Security","White","Heterosexual / straight","440","420","32400","29250"
"Leaver CS","2022","Security","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","White","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Security","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","White","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2022","Statistics","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Heterosexual / straight","140","140","38950","30660"
"Leaver CS","2022","Unknown","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Unknown","310","250","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Heterosexual / straight","70","70","31510","30280"
"Leaver CS","2022","Unknown","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Unknown","110","90","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Heterosexual / straight","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Undeclared","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Unknown","200","170","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Undeclared","80","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","2750","2460","35850","27570"
"Leaver CS","2022","Unknown","White","Heterosexual / straight","1400","1270","38750","30720"
"Leaver CS","2022","Unknown","White","LGBO","140","130","36780","30120"
"Leaver CS","2022","Unknown","White","Undeclared","90","70","37730","31060"
"Leaver CS","2022","Unknown","White","Unknown","3080","2430","34480","27570"
"Leaver CS","2022","Veterinarian","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","White","Heterosexual / straight","100","100","38370","37280"
"Leaver Dept.","2021","Commercial","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Unknown","50","50","41870","39660"
"Leaver Dept.","2021","Communications","White","Heterosexual / straight","90","90","45340","42710"
"Leaver Dept.","2021","Communications","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","White","Heterosexual / straight","80","80","44550","36780"
"Leaver Dept.","2021","Digital, Data and Technology","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
