"Status","Year","Disability","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared non-disabled","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","White","80","80","45630","41340"
"Leaver Dept.","2021","Declared non-disabled","Corporate Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Corporate Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Corporate Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Corporate Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Corporate Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Corporate Finance","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data and Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data and Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data and Technology","White","80","80","45550","38360"
"Leaver Dept.","2021","Declared non-disabled","Economics","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Economics","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Economics","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Economics","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Economics","White","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","White","100","100","47960","49050"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","White","150","150","38880","34400"
"Leaver Dept.","2021","Declared non-disabled","Inspector of Education and Training","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Inspector of Education and Training","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Inspector of Education and Training","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Inspector of Education and Training","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Inspector of Education and Training","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Inspector of Education and Training","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Intelligence Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Intelligence Analysis","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","International Trade","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","International Trade","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","International Trade","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","International Trade","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","International Trade","White","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Knowledge and Information Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Knowledge and Information Management","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","White","60","60","57750","55710"
"Leaver Dept.","2021","Declared non-disabled","Medicine","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Medicine","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Medicine","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Medicine","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Medicine","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Delivery","Asian","170","160","27280","25040"
"Leaver Dept.","2021","Declared non-disabled","Operational Delivery","Black","80","80","27150","24890"
"Leaver Dept.","2021","Declared non-disabled","Operational Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Delivery","Mixed","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Delivery","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Delivery","White","890","860","29570","24880"
"Leaver Dept.","2021","Declared non-disabled","Operational Research","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Research","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Research","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Research","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other","White","160","150","38210","31140"
"Leaver Dept.","2021","Declared non-disabled","Planning","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning Inspectors","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning Inspectors","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning Inspectors","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning Inspectors","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning Inspectors","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning Inspectors","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Policy","Asian","100","100","41770","37780"
"Leaver Dept.","2021","Declared non-disabled","Policy","Black","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Policy","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Policy","Mixed","50","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Policy","White","620","600","47200","44090"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","White","210","210","42610","39420"
"Leaver Dept.","2021","Declared non-disabled","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Psychology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Psychology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Psychology","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Psychology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Psychology","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Science and Engineering","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Science and Engineering","White","80","80","37410","34510"
"Leaver Dept.","2021","Declared non-disabled","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Social Research","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Social Research","Black","[c]","[c]","[c]","[c]"
