"Status","Year","Sexual_orientation","Sex","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Heterosexual / straight","Male","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","UK Statistics Authority","50","50","41010","36840"
"Leaver Dept.","2022","Heterosexual / straight","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Cabinet Office","40","40","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Department for Work and Pensions","90","80","28150","27570"
"Leaver Dept.","2022","LGBO","Female","Department of Health and Social Care","180","150","36600","32330"
"Leaver Dept.","2022","LGBO","Female","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Home Office","40","40","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Ministry of Justice","50","50","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Cabinet Office","50","50","43470","39400"
"Leaver Dept.","2022","LGBO","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Department for Work and Pensions","110","100","29580","27570"
"Leaver Dept.","2022","LGBO","Male","Department of Health and Social Care","190","160","42170","36330"
"Leaver Dept.","2022","LGBO","Male","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Home Office","40","40","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Ministry of Justice","40","40","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Cabinet Office","50","50","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Department for Work and Pensions","130","120","29810","27570"
"Leaver Dept.","2022","Undeclared","Female","Department of Health and Social Care","1020","410","41900","37260"
"Leaver Dept.","2022","Undeclared","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Home Office","50","50","37730","35050"
"Leaver Dept.","2022","Undeclared","Female","Ministry of Defence","50","50","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Ministry of Justice","80","80","35570","33270"
"Leaver Dept.","2022","Undeclared","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Cabinet Office","50","50","42180","34640"
"Leaver Dept.","2022","Undeclared","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Department for Transport","40","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Department for Work and Pensions","90","90","32180","27570"
"Leaver Dept.","2022","Undeclared","Male","Department of Health and Social Care","680","230","48900","40650"
"Leaver Dept.","2022","Undeclared","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Home Office","60","50","36610","32690"
"Leaver Dept.","2022","Undeclared","Male","Ministry of Defence","70","70","38610","37580"
"Leaver Dept.","2022","Undeclared","Male","Ministry of Justice","50","50","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Attorney General's Departments","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Cabinet Office","460","450","37150","32000"
"Leaver Dept.","2022","Unknown","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Department for Business, Energy and Industrial Strategy","70","60","34870","31950"
"Leaver Dept.","2022","Unknown","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Department for Education","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Department for International Trade","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Department for Transport","80","80","35200","31040"
"Leaver Dept.","2022","Unknown","Female","Department for Work and Pensions","300","280","30980","27570"
"Leaver Dept.","2022","Unknown","Female","Department of Health and Social Care","680","610","48460","40570"
"Leaver Dept.","2022","Unknown","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Foreign, Commonwealth and Development Office","180","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","HM Revenue and Customs","720","690","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Home Office","120","110","33740","28650"
"Leaver Dept.","2022","Unknown","Female","Ministry of Defence","50","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Ministry of Justice","180","170","28550","23700"
"Leaver Dept.","2022","Unknown","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Scottish Government","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","The National Archives","[c]","[c]","[c]","[c]"
