"Status","Year","Function_of_post","Responsibility_level","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Digital, Data & Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","G6/G7","Declared non-disabled","120","120","58180","56280"
"Leaver Dept.","2022","Digital, Data & Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","G6/G7","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SEO/HEO","Declared non-disabled","230","220","36610","36330"
"Leaver Dept.","2022","Digital, Data & Technology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SEO/HEO","Unknown","170","90","37160","36650"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","EO","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","EO","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","G6/G7","Declared non-disabled","90","90","57930","56390"
"Leaver Dept.","2022","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","G6/G7","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SEO/HEO","Declared non-disabled","150","150","36730","35590"
"Leaver Dept.","2022","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SEO/HEO","Unknown","120","40","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","AA/AO","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Grants Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","Declared non-disabled","50","40","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","EO","Declared non-disabled","130","130","27190","27570"
"Leaver Dept.","2022","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","EO","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","G6/G7","Declared non-disabled","90","90","57850","57500"
"Leaver Dept.","2022","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SEO/HEO","Declared non-disabled","210","200","34890","33930"
"Leaver Dept.","2022","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SEO/HEO","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","Declared non-disabled","60","50","60020","58490"
"Leaver Dept.","2022","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Legal","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","AA/AO","Declared disabled","180","170","21200","21260"
"Leaver Dept.","2022","No function","AA/AO","Declared non-disabled","1410","1290","21270","21260"
"Leaver Dept.","2022","No function","AA/AO","Undeclared","90","80","21460","21260"
"Leaver Dept.","2022","No function","AA/AO","Unknown","410","380","21410","21130"
"Leaver Dept.","2022","No function","EO","Declared disabled","360","340","27490","27570"
"Leaver Dept.","2022","No function","EO","Declared non-disabled","2360","2270","27100","27570"
"Leaver Dept.","2022","No function","EO","Undeclared","150","140","27210","27570"
"Leaver Dept.","2022","No function","EO","Unknown","540","450","27540","27570"
"Leaver Dept.","2022","No function","G6/G7","Declared disabled","170","150","56810","54340"
"Leaver Dept.","2022","No function","G6/G7","Declared non-disabled","1710","1620","57550","54700"
"Leaver Dept.","2022","No function","G6/G7","Undeclared","70","70","56380","53600"
"Leaver Dept.","2022","No function","G6/G7","Unknown","1020","830","58260","54700"
"Leaver Dept.","2022","No function","SCS","Declared disabled","30","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","SCS","Declared non-disabled","350","310","96240","95140"
"Leaver Dept.","2022","No function","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","SCS","Unknown","220","170","111600","109880"
"Leaver Dept.","2022","No function","SEO/HEO","Declared disabled","420","390","35060","34290"
"Leaver Dept.","2022","No function","SEO/HEO","Declared non-disabled","3210","3050","35520","34860"
"Leaver Dept.","2022","No function","SEO/HEO","Undeclared","200","190","36160","35180"
"Leaver Dept.","2022","No function","SEO/HEO","Unknown","1740","1490","35160","33640"
"Leaver Dept.","2022","No function","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","Declared non-disabled","100","100","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","EO","Declared non-disabled","90","90","24520","25500"
"Leaver Dept.","2022","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","G6/G7","Declared non-disabled","120","110","57200","56200"
"Leaver Dept.","2022","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","SEO/HEO","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","SEO/HEO","Declared non-disabled","230","230","35080","35310"
"Leaver Dept.","2022","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","SEO/HEO","Unknown","50","50","37350","37800"
"Leaver Dept.","2022","Project Delivery","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","SEO/HEO","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Property","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","SEO/HEO","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Declared disabled","70","70","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Declared non-disabled","510","480","22050","21680"
"Leaver Dept.","2022","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Unknown","290","270","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Declared disabled","60","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Declared non-disabled","680","650","26660","25440"
"Leaver Dept.","2022","Unknown","EO","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Unknown","200","190","26920","27370"
"Leaver Dept.","2022","Unknown","G6/G7","Declared disabled","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Declared non-disabled","350","290","60930","57740"
"Leaver Dept.","2022","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Unknown","130","70","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Declared non-disabled","50","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Declared disabled","90","80","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Declared non-disabled","680","580","37690","37320"
"Leaver Dept.","2022","Unknown","SEO/HEO","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Unknown","290","250","36990","36590"
"Leaver Dept.","2022","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","140","60","[c]","[c]"
"New entrant CS","2021","Analysis","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","AA/AO","Declared non-disabled","50","40","[c]","[c]"
"New entrant CS","2021","Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","AA/AO","Unknown","60","60","20060","19130"
"New entrant CS","2021","Analysis","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","EO","Declared non-disabled","100","100","26860","27200"
"New entrant CS","2021","Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","EO","Unknown","70","70","25730","25560"
"New entrant CS","2021","Analysis","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","G6/G7","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Analysis","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","G6/G7","Unknown","70","70","57360","53360"
"New entrant CS","2021","Analysis","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","SEO/HEO","Declared disabled","50","50","33010","32540"
"New entrant CS","2021","Analysis","SEO/HEO","Declared non-disabled","400","400","33790","32540"
